GeneSymbol,logFC,color,Pval
DNAJA3,-0.206019803345036,Not Significant,2.97510403989252
DNAJB11,-0.190175197580976,Not Significant,3.06519865825346
DNAJC10,-0.280285152386153,Not Significant,4.31238187042823
DNAJC18,-0.217059575784222,GWAS pval < 1.0E-6,7.03531618502396
DNAJC19,-0.237423202505608,Not Significant,2.32102662408023
DNAJC27-AS1,-0.295377284587868,Not Significant,3.47508485246013
DNAJC3-AS1,-0.184308595687849,Not Significant,3.28274568723745
DNAJC30,-0.448553468233712,Not Significant,2.84314809892999
DNAJC5,-0.296898223675447,Not Significant,3.07774177656703
DNAJC5G,-0.436959176227559,Not Significant,2.54898154784454
DNAL4,-0.244573271927462,Not Significant,3.09130056764778
DND1P1,-0.477339973154331,Not Significant,3.53180041392739
DNM1,-0.436887410442638,Not Significant,3.20915209603457
DNM1L,-0.28339412776408,eQTL pval < 1.0E-6,3.45358073316481
DNM1P35,-0.527235958517324,Not Significant,2.70333480973847
DNM1P51,-0.318578499514061,Not Significant,4.28158135817034
DNPH1,-0.315608994036465,Not Significant,2.36865771351607
DNTTIP1,-0.197763310459306,Not Significant,4.24328783983523
DOC2A,-0.411220037296636,Not Significant,3.63432485954408
DOCK1,0.296504010594731,Not Significant,2.44757515429591
DOCK3,-0.37012104769997,Not Significant,2.42342831593471
DOCK5,0.325388413726617,Not Significant,2.95624487303132
DOCK6,0.282697064938783,Not Significant,3.15633127702086
DOPEY1,-0.307684115781373,Not Significant,2.97142874730746
DOPEY2,-0.279436397681615,Not Significant,2.87484417041947
DPCD,-0.259782268612698,Not Significant,3.30918394201908
DPH2,-0.2877098349574,Not Significant,2.68465952337271
DPH7,-0.167369861879062,Not Significant,4.62911698322239
DPM3,-0.242717845244858,Not Significant,2.80687540164554
DPP10-AS1,-0.407699728001704,Not Significant,2.59619338945258
DPP6,-0.443358051323094,Not Significant,3.11821604440662
DPY19L2,-0.33666889697595,Not Significant,3.36091212891626
DPY19L2P2,-0.459440230128242,Not Significant,2.88372441241946
DRAIC,-0.259125045450509,Not Significant,3.0100165416986
DRAM1,0.252994734571765,Not Significant,2.72010501998836
DRAP1,-0.229568100053981,Not Significant,4.17256610459922
DRC1,-0.281951873724366,Not Significant,3.38478666519864
DRD4,-0.577612871778559,Not Significant,4.87484417041947
DRD5,-0.453434664770303,Not Significant,2.12743585690935
DROSHA,-0.194595374698424,Not Significant,3.23025353282055
DSCAM,-0.156818288854819,Not Significant,4.06686717627327
DSCR9,-0.348904138941349,Not Significant,4.12836869546245
DSN1,-0.230787261457515,Not Significant,3.80687540164554
DTD1,-0.271445521753517,Not Significant,3.72330847115496
DTHD1,0.205201494250834,Not Significant,2.78041547378575
DTNA,0.276755730330493,Not Significant,3.02424661096371
DTNB,-0.269399814018078,Not Significant,3.47508485246013
DTNBP1,-0.16662900076164,Not Significant,4.22936887222219
DTX4,-0.223825434606004,GWAS pval < 1.0E-6,12.2713216331491
DUS2,-0.200597564096022,Not Significant,2.27327279097343
DUSP1,0.306392675276833,Not Significant,3.9017024635053
DUSP2,-0.419678463232332,Not Significant,3.02127182286151
DUSP28,-0.430519192883888,Not Significant,3.16424603248062
DUSP4,-0.531617993639284,Not Significant,4.17327747983101
DUSP8P3,-0.665320785720483,Not Significant,2.53655496822957
DUSP8P4,-0.350731954453391,Not Significant,1.97021052916814
DUSP8P5,-0.433620781668514,Not Significant,2.99869906697958
DUT,-0.275453390537846,Not Significant,3.00612308505879
DYDC2,-0.509871948731243,Not Significant,3.15076490868528
DYNC1I1,-0.448927686235711,Not Significant,2.67489501702859
DYNC1LI2,0.231922805682806,Not Significant,2.96537154337468
DYNC2LI1,-0.403532431320505,Not Significant,4.09242742120145
DZANK1,-0.265909835749179,Not Significant,3.72330847115496
DZIP1,-0.191393062052341,Not Significant,3.28274568723745
DZIP3,-0.201870752383537,Not Significant,3.51999305704285
E2F2,0.189688212441925,Not Significant,2.66978921542847
E2F3,-0.257904324182602,Not Significant,4.31830660799544
E4F1,-0.263453306554937,Not Significant,2.81644546638114
EAF1,-0.259432701973197,Not Significant,3.68214551066853
EARS2,-0.325873101843839,Not Significant,3.76548271648731
EBF4,0.234551877630564,Not Significant,3.55377359822184
EBNA1BP2,-0.337053477876281,Not Significant,2.68465952337271
ECE1,0.216477215192745,Not Significant,2.93779419118029
ECHS1,-0.196407244649153,Not Significant,4.2548471049231
ECM1,-0.277063370934258,Not Significant,3.56639015667628
EDF1,-0.218599130147583,Not Significant,4.82333006733185
EEF1A2,-0.458330605035642,Not Significant,3.07774177656703
EEF2,-0.252805190240514,Not Significant,3.84043280676638
EFCC1,-0.281391969634274,Not Significant,5.55783391421528
EFHD1,0.261067122692324,Not Significant,3.0040140020862
EFNB3,-0.408493953169314,Not Significant,2.88405682306094
EGFEM1P,-0.405865908464521,Not Significant,3.83983170704149
EGR1,-0.638500739390967,Not Significant,5.20224787134929
EGR3,-0.496448458367317,Not Significant,3.45667709935309
EGR4,-0.670807069687688,Not Significant,2.44733178388781
EHBP1,-0.27439064172978,Not Significant,3.7972393126068
EHD3,-0.298840236185157,Not Significant,2.96859153574838
EID2B,-0.497325629236145,Not Significant,4.02738066094038
EIF1AD,-0.254101133018261,Not Significant,4.17256610459922
EIF2B3,-0.261927998146782,Not Significant,2.24154231138953
EIF3EP1,-0.328246619787494,Not Significant,3.42596873227228
EIF3F,-0.193957306837314,Not Significant,2.91613919913343
EIF4A2,-0.304969574660899,Not Significant,3.06519865825346
EIF4H,-0.222100626922082,Not Significant,2.84314809892999
EIF5A,-0.161376538425325,Not Significant,2.78093966755114
ELAC2,-0.208990265538896,Not Significant,3.61600521055827
ELANE,-0.687368619914433,GWAS pval < 1.0E-6,8.37018280398148
ELF1,0.299159361364924,Not Significant,3.11650890981107
ELFN1,-0.388319949017051,Not Significant,3.77288491741087
ELK3,0.291116705535918,Not Significant,3.21817284706757
ELMO1,-0.305745247686507,Not Significant,4.88140463477624
ELMO3,0.206261973353863,Not Significant,2.96537154337468
ELMOD1,-0.424135484323302,Not Significant,3.46067293646062
ELOVL6,-0.236146216123132,Not Significant,4.43985416015095
ELP2,-0.281587522265146,eQTL pval < 1.0E-6,3.23844801143582
ELP3,-0.185641036229782,GWAS pval < 1.0E-6,16.6060739934142
EMC1,-0.277007214909654,Not Significant,3.21745571598999
EMC4,-0.281263941727753,Not Significant,4.11238269966426
EMC9,-0.261099420325097,Not Significant,3.00585888887388
EML6,-0.268127701196651,Not Significant,3.28617357561948
EMP3,0.52775013480015,Not Significant,4.14466259553046
EMX2,0.322474596904769,Not Significant,2.62653627836763
ENDOV,-0.170768168555082,Not Significant,4.86838133565087
ENO2,-0.375974085880013,Not Significant,4.8897470826466
ENO3,0.248331815774506,Not Significant,5.54196680750349
ENOSF1,-0.314767463275452,Not Significant,4.59465363982429
ENPP1,0.193671303030084,Not Significant,3.05217431555755
ENPP5,-0.321359061589686,Not Significant,2.65227978296596
ENSA,-0.235597837953796,Not Significant,3.56639015667628
ENTPD3,-0.437513439153187,Not Significant,2.22592119924748
ENTPD3-AS1,0.207172965630721,Not Significant,2.22592119924748
ENTPD6,-0.235901979515246,Not Significant,3.38310457359924
ENTPD7,-0.280178701482207,Not Significant,2.88074411072206
EPB41L3,-0.414158614316633,Not Significant,5.71152719940022
EPHA10,-0.404115581317055,Not Significant,3.10078158214863
EPHA5,-0.519011330659963,Not Significant,2.995248844409
EPM2AIP1,-0.233792530764906,Not Significant,2.95311480916229
EPS15L1,-0.224274969580655,Not Significant,3.41816407594235
ERBB3,0.320104747272582,Not Significant,3.91364016932525
ERBIN,0.452834636561489,Not Significant,3.54272381393867
ERC2,-0.281824700391714,Not Significant,3.49471432585587
ERCC2,-0.207886315521863,GWAS pval < 1.0E-6,Inf
ERFE,-0.627083361700677,Not Significant,3.70752240633222
ERI3,-0.187113498816851,Not Significant,2.68465952337271
ERICH3,-0.316535737840132,Not Significant,2.80520824227808
ERICH6-AS1,-0.362221979589263,Not Significant,3.88672530753565
ERMAP,0.229340627363313,eQTL pval < 1.0E-6,2.68465952337271
ERMN,0.32873911384451,Not Significant,3.15125681810432
ERP29,-0.209147014407368,Not Significant,3.63638802010786
ESAM,0.276800410736042,Not Significant,3.10171372141088
ETV3L,-0.390581007833279,Not Significant,2.61762269653189
ETV4,0.654830752446461,Not Significant,4.46079840070587
EVI5L,-0.202870372323368,Not Significant,3.03446905637714
EVL,-0.204000716297831,Not Significant,2.93967997131171
EWSAT1,-0.479922759098658,Not Significant,3.0100165416986
EXD3,-0.25692531044383,Not Significant,4.62911698322239
EXOC3-AS1,-0.321710630385895,Not Significant,3.60941812144956
EXOG,-0.193149353543401,Not Significant,2.95311480916229
EXOSC1,-0.211700014776195,Not Significant,4.15732836623921
EXOSC3,-0.271060188906268,Not Significant,3.22819212100089
EXOSC4,-0.319541756609328,Not Significant,3.80826960663714
EXOSC5,-0.329150672189869,Not Significant,2.83683862502298
EXOSC6,-0.461266146652668,eQTL pval < 1.0E-6,5.00647559683293
EXOSC7,-0.212374214946695,Not Significant,3.92408823851722
EXOSC9,-0.2019125420782,Not Significant,2.82564940252062
EXTL1,-0.448632507394369,Not Significant,3.29302632382382
EZR,0.346512447196597,Not Significant,3.07592757008964
F10,0.465449038743545,Not Significant,4.00239521253955
F2RL2,-0.253231978899768,Not Significant,3.10121998671017
F2RL3,0.567835393644284,Not Significant,3.27392512978463
F7,-0.490080277756125,Not Significant,4.00239521253955
FAAP100,-0.26765096555338,Not Significant,4.86838133565087
FABP5,-0.442911825557325,Not Significant,3.0945279380753
FADS3,-0.221079949070822,Not Significant,3.15015080439474
FAHD1,-0.251828434766616,Not Significant,2.81644546638114
FAHD2B,-0.200625066136735,Not Significant,3.02127182286151
FAIM2,-0.252991684386908,Not Significant,3.2894595520667
FAM107A,0.327325497122841,Not Significant,2.2844144481068
FAM107B,0.453107645048617,Not Significant,2.90031935889075
FAM109B,0.237491926076011,Not Significant,4.37171326891049
FAM110B,-0.209084704680716,Not Significant,3.2003149090909
FAM120B,-0.173589817839762,eQTL pval < 1.0E-6,3.65698550284923
FAM131A,-0.41640403700083,Not Significant,2.65091683122041
FAM13A-AS1,0.190978464829529,Not Significant,3.31488553095346
FAM149A,-0.173671291470805,Not Significant,2.41341269532824
FAM153A,-0.562155802132493,Not Significant,4.55052160081264
FAM153B,-0.494042863503317,Not Significant,4.55052160081264
FAM153C,-0.337060784871941,Not Significant,4.22047565667521
FAM155A,-0.394193136698135,Not Significant,4.51229613683627
FAM157C,-0.338042683063443,Not Significant,4.81987412483595
FAM160A2,-0.304758699233334,Not Significant,3.65306053730101
FAM161B,-0.368969738410203,Not Significant,3.03399914237122
FAM163A,-0.487633071939531,Not Significant,2.75671385391655
FAM163B,-0.663189988736624,Not Significant,2.63488656837242
FAM167B,0.536959825944872,Not Significant,3.08050351213694
FAM177A1,-0.178491342271622,Not Significant,4.29132420727346
FAM180B,-0.589610272112923,Not Significant,5.84163750790475
FAM181A,0.350073568470649,GWAS pval < 1.0E-6,6.83356988615672
FAM185A,-0.273651354638311,Not Significant,2.43438827509794
FAM185BP,-0.429013144165981,Not Significant,3.63134128760777
FAM196A,-0.32516479058658,Not Significant,2.50403960511829
FAM200A,-0.182383444448896,Not Significant,5.53061986415007
FAM201B,-0.37129656261702,Not Significant,3.29731103184087
FAM213B,-0.204782505120033,Not Significant,3.70071066591232
FAM218A,-0.379737229282939,Not Significant,3.16902660267735
FAM21EP,-0.315807620490898,Not Significant,2.95860731484178
FAM228A,-0.323793347745237,Not Significant,3.47508485246013
FAM228B,-0.184669459837135,Not Significant,3.47508485246013
FAM229B,-0.118902641134988,Not Significant,2.86012091359876
FAM49A,-0.291431833791052,Not Significant,3.70289634985074
FAM49B,-0.301024605432259,Not Significant,3.35961795529043
FAM50B,-0.293802866145747,Not Significant,3.18118049245246
FAM66B,-0.639100057187278,Not Significant,2.97839728397176
FAM66D,-0.542177167472291,Not Significant,3.39340369082071
FAM71E1,-0.388912838903618,Not Significant,2.89894064509188
FAM81A,-0.361404105321549,Not Significant,4.0505611989635
FAM83H,-0.359683446286888,Not Significant,3.80826960663714
FAM84A,-0.327347491670502,Not Significant,2.94923368876696
FAM84B,0.451648502825365,Not Significant,4.77572598570574
FAM86B1,-0.313138977702481,Not Significant,3.39340369082071
FAM86B3P,-0.546648112158311,Not Significant,3.37018280398148
FAM86EP,-0.33886348587839,Not Significant,2.90587840415944
FAM86HP,-0.536454149647923,Not Significant,2.54944299058167
FAM92B,-0.207436222145507,Not Significant,3.65896136832248
FAM96B,-0.147231414270508,Not Significant,2.96537154337468
FAM98C,-0.305304376440454,Not Significant,3.85139734519391
FANCA,-0.265799300086605,Not Significant,4.81987412483595
FANCC,0.451426967011185,Not Significant,3.67489501702859
FANCE,0.180836435446344,Not Significant,3.08576265223226
FAR2,-0.387287235841245,Not Significant,2.97061622231479
FAR2P1,-0.382809734271357,Not Significant,2.76522970483908
FAR2P3,-0.499952193457718,Not Significant,2.76522970483908
FARSA,-0.32485480512041,Not Significant,2.84013215290743
FARSB,-0.33901988203279,Not Significant,3.69897000433602
FAT3,-0.293577099773733,Not Significant,2.89143497626717
FBLL1,-0.406538912844516,Not Significant,2.51342784948164
FBLN2,-0.33345199810833,Not Significant,3.14697138528701
FBLN7,-0.53787198855272,Not Significant,4.06203099704855
FBN3,-0.414589833559159,Not Significant,3.03446905637714
FBXL12,-0.223029827197904,Not Significant,3.63601217025151
FBXL15,-0.386291543088715,Not Significant,2.65403845818686
FBXL16,-0.379329749342263,Not Significant,4.05423607688883
FBXL19,-0.248381145606047,Not Significant,4.08815020350058
FBXL2,-0.441842542371562,Not Significant,3.78120200188826
FBXL20,-0.207387588512024,Not Significant,2.95233580539844
FBXL21,-0.468313265029333,Not Significant,2.77443228656053
FBXL22,-0.309634506852627,Not Significant,5.34978964533964
FBXL7,0.226225844871522,Not Significant,4.24374435124577
FBXO16,-0.468090039557645,GWAS pval < 1.0E-6,16.6060739934142
FBXO22,-0.265659713855888,Not Significant,2.70333480973847
FBXO24,-0.244281723850816,Not Significant,5.53061986415007
FBXO27,-0.208758260809054,Not Significant,3.94538694544311
FBXO40,-0.338484328640408,Not Significant,2.96697855531709
FBXO9,-0.308623731313318,Not Significant,3.94309514866353
FBXW11P1,-0.367646254738011,Not Significant,2.41128022039994
FBXW2,-0.234322224170961,Not Significant,2.63004239265395
FBXW9,-0.27013768140186,Not Significant,2.84013215290743
FCF1,-0.142658306323901,GWAS pval < 1.0E-6,6.998266287191
FCHSD2,0.211602811818084,Not Significant,3.49241396023699
FCRLA,0.444162377428351,Not Significant,4.28299559295945
FCRLB,-0.521342537897655,eQTL pval < 1.0E-6,4.28299559295945
FDX2,-0.289013035808979,Not Significant,3.63601217025151
FDXACB1,-0.20984927740676,Not Significant,3.93892467637021
FEM1AP2,-0.443847381023164,Not Significant,3.19736308191719
FER1L5,-0.302929700682453,Not Significant,3.02127182286151
FFAR4,-0.464408201216965,Not Significant,3.05873709068105
FGA,0.254773658925599,Not Significant,3.46622794161528
FGB,0.273473106049248,Not Significant,3.46622794161528
FGF1,0.247261685386042,Not Significant,4.63115549317418
FGF12,-0.39566108490523,Not Significant,3.60275541898961
FGF22,-0.376715297538074,GWAS pval < 1.0E-6,8.76929568638743
FGF9,-0.330248816403597,Not Significant,3.4135252214286
FGG,0.275589919711889,Not Significant,3.46622794161528
FGR,0.328829148047316,Not Significant,4.26344415283736
FH,-0.280552191669354,Not Significant,3.93144310492764
FHAD1,-0.359239176031582,Not Significant,3.46750041390534
FIBP,-0.29346557832307,Not Significant,4.17256610459922
FIGNL2,-0.526255224594615,Not Significant,2.78041547378575
FKBP11,-0.217144601248748,Not Significant,3.2894595520667
FKBP1B,-0.323240652600957,Not Significant,3.3421795439843
FKBP5,0.372526901965134,Not Significant,3.08576265223226
FLOT2,-0.187922395295252,Not Significant,2.96697855531709
FLRT1,-0.333654104864444,Not Significant,4.17502853887631
FLT3LG,0.237009515593205,Not Significant,3.07520400420209
FLYWCH2,-0.268275600447268,Not Significant,2.82623117686335
FMNL3,0.17002325041616,Not Significant,3.2894595520667
FMO1,0.429029063581033,Not Significant,3.65443024394361
FNDC1,-0.165076199683455,Not Significant,3.07592757008964
FNDC11,0.546728949515007,Not Significant,3.07774177656703
FNDC4,-0.260115578635187,Not Significant,2.54898154784454
FNDC5,-0.313430929399329,Not Significant,3.02710321556346
FOXA3,0.256126380461867,GWAS pval < 1.0E-6,Inf
FOXC1,0.24358771717692,Not Significant,3.69983946304865
FOXD1,0.641128213091546,Not Significant,3.15626903488791
FOXD2-AS1,0.350466860857552,Not Significant,3.34843126113421
FOXF2,0.185506290783527,Not Significant,3.74641971043782
FOXJ1,0.554993157561086,Not Significant,4.00696076819309
FOXJ3,-0.187348836454122,Not Significant,3.10391491457671
FOXK1,-0.256042697438597,Not Significant,3.47833898488793
FOXM1,0.290867267502948,Not Significant,4.36051351073141
FOXN3,0.171065119022762,Not Significant,4.0329202658555
FOXN3-AS1,-0.397778805609276,Not Significant,4.0329202658555
FOXO1,0.244556740366019,Not Significant,3.11650890981107
FOXRED1,-0.200961583198038,Not Significant,2.37706103078851
FOXRED2,-0.197827996032645,Not Significant,2.94043658209873
FPR3,0.54703795938121,GWAS pval < 1.0E-6,7.29073003902417
FREM1,-0.360834975553266,Not Significant,3.67840156953466
FREM3,-0.739017550798938,Not Significant,3.82710530224782
FRG1BP,-0.367398038438084,Not Significant,2.89997426989214
FRMPD2,-0.621346069066808,Not Significant,1.97021052916814
FRS3,-0.25900302647073,Not Significant,4.67202837637699
FRYL,0.210119323376975,Not Significant,3.35803040229794
FSCN2,-0.468235242645928,Not Significant,4.86838133565087
FSTL4,-0.47630276458908,Not Significant,3.37273658343178
FUBP1,-0.167950196859286,Not Significant,3.25204469309327
FUT5,-0.446412674332456,Not Significant,3.43144628795056
FXNP2,-0.765833557015799,Not Significant,2.71242219092129
FXYD5,0.257494175352583,Not Significant,2.89997426989214
FXYD6,-0.429156619069389,Not Significant,3.36101184065632
FXYD7,-0.352742166901976,Not Significant,2.89997426989214
FYCO1,0.28755306346706,Not Significant,3.92408823851722
FZD7,0.269795975495746,Not Significant,2.37335173152599
FZD9,0.363753073852209,Not Significant,2.84314809892999
GABARAPL1,-0.417174718023468,Not Significant,5.21211464905908
GABBR1,-0.149746041199178,Not Significant,3.76624263703449
GABBR2,-0.310994761423383,Not Significant,3.58203035778526
GABPB1,-0.325777665536346,Not Significant,5.11907213473291
GABRA6,-0.497461011582662,Not Significant,2.39728905504244
GABRB1,-0.542039409593445,Not Significant,3.35803040229794
GABRB2,-0.346244887398563,Not Significant,4.14002155835798
GABRD,-0.479752074292179,Not Significant,3.71152719940022
GABRG2,-0.580839312741931,Not Significant,3.20767836364843
GABRG3,-0.459378220775317,Not Significant,3.09441997176476
GAD1,-0.582193169015921,Not Significant,2.66034984238632
GAD2,-0.54194372863764,Not Significant,2.03086376640329
GADD45A,-0.465311374733991,Not Significant,4.3465945093355
GAL3ST3,-0.246380627918913,Not Significant,4.17256610459922
GALE,-0.225490687577251,Not Significant,2.85729775426238
GALM,0.226935532288372,Not Significant,2.37644060999456
GALNT11,-0.302399432817311,Not Significant,3.30320691491826
GALNT6,0.399709117496312,Not Significant,2.78041547378575
GALNT9,-0.288901190567902,Not Significant,4.60977163753087
GALNTL6,-0.464021452233051,Not Significant,3.7389751660076
GALR1,-0.397826319590823,Not Significant,3.28617357561948
GALT,-0.200478771662382,Not Significant,3.95939765988593
GAP43,-0.463061587328251,Not Significant,2.58838029403677
GAPDHP23,-0.498261788386646,Not Significant,3.56687048241951
GAPDHP32,-0.502749729554993,Not Significant,3.56687048241951
GAPDHP74,-0.553918873768864,Not Significant,3.51641270303111
GAPVD1,-0.187411823308098,Not Significant,2.71242219092129
GAREM2,0.726958180235148,Not Significant,3.38478666519864
GARNL3,-0.293153730633196,Not Significant,2.61672334959235
GAS1,0.315090696463398,Not Significant,2.94500413847086
GAS7,-0.325504985540419,Not Significant,4.02140867317993
GAS8,-0.187966523116339,Not Significant,4.81987412483595
GATB,-0.351246964059779,Not Significant,3.1809169242563
GBF1,-0.240185260380624,Not Significant,3.30918394201908
GC,0.154701568896643,Not Significant,4.92848619490491
GCC2,-0.291034274751511,Not Significant,2.82188674768537
GCDH,-0.186038139013697,eQTL pval < 1.0E-6,2.84013215290743
GCKR,-0.452760198451334,Not Significant,2.54898154784454
GCNT4,-0.580268072364043,Not Significant,3.10121998671017
GDA,-0.285156697205803,Not Significant,3.43628166003432
GDAP1,-0.407294982959646,Not Significant,2.53047252081299
GDAP1L1,-0.310058450419683,Not Significant,3.91901295308911
GDF11,0.21663941851729,Not Significant,3.91364016932525
GDF7,-0.370289470880247,Not Significant,2.5676722077384
GDNF-AS1,-0.363483177587851,Not Significant,2.86454930065449
GDPGP1,-0.49155467499028,Not Significant,3.96257350205938
GEM,0.594335638872435,Not Significant,3.90066472231404
GET4,-0.240745338916343,Not Significant,3.7440042732776
GFAP,0.596906379609353,Not Significant,4.46079840070587
GFRA2,-0.519754359439564,Not Significant,2.70421305974839
GFY,-0.347943729310776,Not Significant,3.07520400420209
GGN,-0.437160194347995,Not Significant,3.85139734519391
GGT7,-0.249224788629422,Not Significant,2.99567862621736
GHITM,-0.285742175340895,Not Significant,2.33198702835817
GIMAP4,0.270281401182594,Not Significant,2.92190584959359
GIMAP5,0.423754188072066,Not Significant,3.09739886933347
GIMAP6,0.352128654927466,Not Significant,3.09739886933347
GIMAP7,0.307500499838528,Not Significant,2.92190584959359
GINS1,-0.343904724227529,Not Significant,3.38310457359924
GIPC3,0.342208319173513,Not Significant,3.84043280676638
GIPR,1.16795346063167,GWAS pval < 1.0E-6,Inf
GJA1,0.406302548326536,Not Significant,3.91080163319485
GJC1,0.324128097332087,Not Significant,4.46079840070587
GJD4,-0.49778646749608,Not Significant,3.13335827943396
GLI1,0.691760868252383,Not Significant,3.38541913300251
GLOD4,-0.249003106314351,Not Significant,3.55972078676441
GLRA3,-0.36653565565369,Not Significant,3.08375666953466
GLRX2,-0.269304463841506,Not Significant,5.79155864356143
GLS2,-0.327526559050684,Not Significant,3.67264106561367
GLT1D1,-0.456847080778546,Not Significant,3.94615357314775
GLT8D2,-0.286286220681201,Not Significant,4.06078036414518
GLTP,0.224051594284059,Not Significant,3.18236853280948
GLUL,0.294017323238911,Not Significant,3.4350973274708
GLYR1,-0.279673791675269,Not Significant,3.28025450747042
GMDS,-0.224514949004539,Not Significant,3.79182747333288
GMPR,0.344407897303915,Not Significant,3.14636261804141
GNA12,0.205552298758062,Not Significant,3.79425445905734
GNAL,-0.242093446438666,Not Significant,3.708409174342
GNAO1,-0.177937903511474,Not Significant,3.44357687862871
GNB1L,-0.338654708078481,Not Significant,2.90587840415944
GNB2,-0.152490348883347,Not Significant,5.53061986415007
GNB5,-0.308817992290908,Not Significant,3.37355697466871
GNG12,0.268777193634457,Not Significant,4.3465945093355
GNG3,-0.465403109595833,Not Significant,4.17502853887631
GNG4,-0.343173520892314,Not Significant,3.6978856230438
GNL3LP1,-0.445727816879742,Not Significant,2.47560387789616
GNPTG,-0.178223234965821,Not Significant,4.05423607688883
GNRH1,0.259474220844121,Not Significant,2.67162039656126
GOLGA6L9,0.636391060967808,Not Significant,5.5499049241284
GOLGA8A,-0.319647036427794,Not Significant,4.11238269966426
GOLGA8B,-0.485783695134772,Not Significant,4.11238269966426
GOLT1A,-0.523091765624999,Not Significant,3.75721019052132
GOSR2,-0.261862007278146,Not Significant,4.71692502526453
GOT1,-0.418836538406198,Not Significant,2.88074411072206
GPAA1,-0.241889082020613,Not Significant,3.80826960663714
GPC1,-0.30602645892418,Not Significant,3.16424603248062
GPC6,-0.427684991359673,Not Significant,3.27835423371025
GPCPD1,-0.47517563166214,Not Significant,3.81417464038704
GPER1,0.422863786847438,Not Significant,3.7440042732776
GPHN,-0.226078169521474,Not Significant,2.72468864545819
GPI,-0.29032489415413,Not Significant,3.13906337929991
GPLD1,-0.362830701986686,Not Significant,3.33189376206727
GPM6A,-0.239859468128801,Not Significant,3.08375666953466
GPN2,-0.225062027192686,Not Significant,4.08465293767581
GPR135,-0.230499432575116,Not Significant,3.91793306571489
GPR149,-0.336926135367904,Not Significant,3.77134304189106
GPR158,-0.458201818466185,Not Significant,3.39437177799238
GPR158-AS1,-0.524622530652227,Not Significant,3.39437177799238
GPR3,-0.459292391005667,Not Significant,4.26344415283736
GPR61,-0.472864335220675,Not Significant,3.20086630669794
GPR78,-0.361071619592519,Not Significant,2.86201326727647
GPRC5B,0.267041123246508,Not Significant,4.38870163770357
GPSM3,0.300583838986148,GWAS pval < 1.0E-6,8.47159756204638
GPX3,-0.340178009128317,Not Significant,3.43004118190341
GPX4,-0.176101583453269,GWAS pval < 1.0E-6,8.76929568638743
GRAMD1C,0.324304524395785,Not Significant,2.77963036754861
GRAP,0.374621659167841,Not Significant,2.3429441471429
GRAP2,0.333062048626825,Not Significant,3.08751223866768
GRASP,-0.332484556088667,Not Significant,2.78041547378575
GRHL1,-0.266848024415874,Not Significant,3.45395113359827
GRIA4,-0.306022642583708,Not Significant,3.08777794346758
GRID2IP,-0.43605564055142,Not Significant,3.99567862621736
GRIK1,-0.338283177256584,Not Significant,2.74641971043782
GRIK1-AS1,0.509063074308302,Not Significant,2.41782296231159
GRIK2,-0.441807969484885,Not Significant,3.79860287567955
GRIN2A,-0.54311272107071,Not Significant,3.42608455957845
GRIN2D,-0.314761366191646,Not Significant,4.14466259553046
GRIN3A,-0.38747994737613,Not Significant,3.25266589038409
GRINA,-0.270265179426895,eQTL pval < 1.0E-6,3.80826960663714
GRM7,-0.295432801280451,Not Significant,4.06879647454925
GRP,-0.462847728157771,Not Significant,3.4171415377755
GSG1,-0.436456812803301,Not Significant,3.14508697769214
GSR,-0.248397139750958,Not Significant,4.96657624451305
GSS,-0.349261506113603,Not Significant,2.99567862621736
GSTA4,-0.305245577770828,Not Significant,3.94309514866353
GTF2F1,-0.241528117024254,eQTL pval < 1.0E-6,2.77650405903761
GTF2H3,-0.338756068641818,Not Significant,3.64320953964828
GTF2IP7,-0.413656111872322,Not Significant,3.64016451766011
GTPBP3,-0.244801008316629,Not Significant,2.77702355010661
GUCA1A,-0.419423188555359,Not Significant,3.84193920606339
GUCD1,0.178132204982985,Not Significant,4.40771218404787
GUK1,-0.194732170344306,Not Significant,4.46813805090419
GYPC,0.259318681546317,Not Significant,3.8955128886876
H3F3B,-0.284476477280692,Not Significant,4.00696076819309
HABP4,-0.310577947602001,Not Significant,4.08034671768964
HACL1,-0.287160150688818,Not Significant,3.68214551066853
HAGH,-0.257670611471362,Not Significant,2.81644546638114
HAP1,0.282218559297084,Not Significant,3.65247484000131
HAPLN1,-0.519358081675117,Not Significant,2.64762450499948
HAR1A,-0.458871462164114,Not Significant,3.07774177656703
HAR1B,-0.619563857880421,Not Significant,3.07774177656703
HARS,-0.206456479538097,GWAS pval < 1.0E-6,7.03531618502396
HAS1,-0.596233406684112,GWAS pval < 1.0E-6,7.29073003902417
HBP1,0.215117937425151,Not Significant,2.72932116385529
HBQ1,-0.691773961967969,Not Significant,4.05423607688883
HCG18,-0.186407357756931,Not Significant,3.59482445378201
HDAC1,0.198870201601615,Not Significant,2.39674733801835
HDC,-0.459220931681542,Not Significant,5.11907213473291
HDDC3,-0.204392737145658,Not Significant,3.96257350205938
HDGF,0.148597066560199,Not Significant,2.61762269653189
HECW1,-0.437489386641794,Not Significant,3.03348282355321
HENMT1,-0.298688805267194,Not Significant,4.97551433230083
HERC1,-0.392764470929964,Not Significant,5.34978964533964
HES4,-0.702072555993748,Not Significant,2.78887945874195
HEXIM1,0.181855130341325,Not Significant,4.46079840070587
HEY2,0.273313482363715,Not Significant,3.23597339230796
