GeneSymbol	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_ProbeID	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_logFC	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_adj.P.Val	MayoEGWAS_eQTL_TCX_AD_SNP	MayoEGWAS_eQTL_TCX_AD_Probe	MayoEGWAS_eQTL_TCX_AD_Beta	MayoEGWAS_eQTL_TCX_AD_Pvalue	IGAP_1_SNP	IGAP_1_Beta	IGAP_1_Pvalue
DUSP8P4	ENSG00000215065	-0.350731954453391	0.00594060484902175	NA	NA	NA	NA	rs3013815	-0.0664	0.01071
DUSP8P5	ENSG00000235316	-0.433620781668514	0.000453673547750152	NA	NA	NA	NA	rs1227073	0.0614	0.001003
DUT	ENSG00000128951	-0.275453390537846	9.97415469865306e-05	rs10519169	ILMN_2374778	-0.05423	0.0233	rs72741941	-0.1317	0.000986
DUXAP9	ENSG00000225210	-0.395886650523711	0.00648635129667463	NA	NA	NA	NA	NA	NA	NA
DYDC2	ENSG00000133665	-0.509871948731243	0.00130672507930276	rs3851059	ILMN_1760513	-0.106	0.06392	rs11002798	0.0541	0.0007067
DYNC1I1	ENSG00000158560	-0.448927686235711	0.00121428791192616	rs11767450	ILMN_1690397	-0.1047	0.01579	rs11766078	0.0902	0.002114
DYNC1LI2	ENSG00000135720	0.231922805682806	1.58863666555179e-05	rs6499096	ILMN_1783448	-0.02099	0.03962	rs56207126	0.1012	0.001083
DYNC2LI1	ENSG00000138036	-0.403532431320505	0.000471276094731862	rs1025447	ILMN_2281734	-0.1279	0.0002234	rs140537553	-0.3012	8.083e-05
DZANK1	ENSG00000089091	-0.265909835749179	0.00331269699518961	NA	NA	NA	NA	rs6081165	-0.273	0.0001891
DZIP1	ENSG00000134874	-0.191393062052341	0.00293891178579369	rs12428035	ILMN_2351272	0.217	0.0004731	rs9524525	-0.0574	0.0005215
DZIP3	ENSG00000198919	-0.201870752383537	0.00178878672179055	rs9866406	ILMN_1763200	0.1046	0.07045	rs75625345	0.2583	0.000302
E2F2	ENSG00000007968	0.189688212441925	0.00299683013093732	NA	NA	NA	NA	rs7516288	-0.0538	0.002139
E2F3	ENSG00000112242	-0.257904324182602	0.00154845055166988	rs7772956	ILMN_1669502	-0.09945	0.008402	rs9465770	0.2289	4.805e-05
E4F1	ENSG00000167967	-0.263453306554937	0.00431565478992061	rs323066	ILMN_1720287	0.04134	0.227	rs171090	-0.1511	0.001526
EAF1	ENSG00000144597	-0.259432701973197	0.00366463401568959	rs9854364	ILMN_1685012	-0.06653	0.0715	rs62243579	0.1937	0.0002079
EARS2	ENSG00000103356	-0.325873101843839	1.65544488033874e-05	rs8043812	ILMN_1758750	-0.03673	0.1753	16:22564141	0.3873	0.0001716
EBF4	ENSG00000088881	0.234551877630564	9.66395519000322e-05	NA	NA	NA	NA	rs1178036	-0.1762	0.0002794
EBNA1BP2	ENSG00000117395	-0.337053477876281	0.00114367703925818	rs7163	ILMN_1768127	0.06968	0.0004643	rs11801074	-0.1649	0.002067
EBP	ENSG00000147155	-0.207439927785432	0.00848241143231063	NA	NA	NA	NA	NA	NA	NA
ECE1	ENSG00000117298	0.216477215192745	0.000156736485431779	rs213006	ILMN_1672174	-0.1089	0.004824	rs2296223	-0.1126	0.001154
ECHS1	ENSG00000127884	-0.196407244649153	4.12235555022055e-05	rs2298122	ILMN_1718132	0.07213	0.009541	rs2397752	0.0774	5.561e-05
ECM1	ENSG00000143369	-0.277063370934258	0.00663494307675743	rs10888585	ILMN_1658333	0.1374	0.02354	rs6587723	0.0746	0.0002714
EDF1	ENSG00000107223	-0.218599130147583	0.00120199799885886	rs11793787	ILMN_2246894	-0.04643	0.09997	rs689266	0.072	1.502e-05
EEF1A2	ENSG00000101210	-0.458330605035642	0.00295861249884886	rs6089922	ILMN_2108735	-0.04659	0.02907	rs13044192	-0.4072	0.0008361
EEF2	ENSG00000167658	-0.252805190240514	0.000261530885261536	rs4807527	ILMN_1738383	0.02663	0.0389	rs12982061	-0.1029	0.0001444
EFCC1	ENSG00000114654	-0.281391969634274	0.00830845977226315	NA	NA	NA	NA	rs62273237	0.0748	2.768e-06
EFHD1	ENSG00000115468	0.261067122692324	0.000324528154493094	rs11902420	ILMN_1779448	-0.08569	0.001697	rs11683433	-0.215	0.0009908
EFNB3	ENSG00000108947	-0.408493953169314	0.0013138645649234	rs6503060	ILMN_1695606	0.07183	0.004621	rs2036171	-0.0531	0.001306
EGFEM1P	ENSG00000206120	-0.405865908464521	0.00977340620922465	NA	NA	NA	NA	rs111645131	0.3486	0.0001446
EGR1	ENSG00000120738	-0.638500739390967	0.000159274609963096	rs11743810	ILMN_1762899	-0.1298	0.0001588	rs74820434	-0.2271	6.277e-06
EGR3	ENSG00000179388	-0.496448458367317	0.000656261088845236	rs4520160	ILMN_1722781	0.08693	0.1353	rs7012610	0.2292	0.0003494
EGR4	ENSG00000135625	-0.670807069687688	0.000680848809416436	rs2303905	ILMN_1764052	-0.1503	0.09153	rs7568849	0.051	0.00357
EHBP1	ENSG00000115504	-0.27439064172978	0.00396086949559849	rs12996320	ILMN_1803348	0.04901	0.008777	rs72803319	0.2421	0.0001595
EHD3	ENSG00000013016	-0.298840236185157	0.00544203827664524	rs4952069	ILMN_1671473	-0.08535	0.05132	rs1374724	0.1542	0.001075
EID2B	ENSG00000176401	-0.497325629236145	8.60438020065098e-06	NA	NA	NA	NA	rs62120485	0.0746	9.389e-05
EIF1AD	ENSG00000175376	-0.254101133018261	0.00435428225373557	rs747526	ILMN_1717834	-0.03584	0.1304	rs57478329	0.4108	6.721e-05
EIF2B3	ENSG00000070785	-0.261927998146782	0.00681634059901548	NA	NA	NA	NA	rs111638247	-0.1724	0.005734
EIF3EP1	ENSG00000234882	-0.328246619787494	0.00603298819607499	NA	NA	NA	NA	rs720741	0.0625	0.000375
EIF3F	ENSG00000175390	-0.193957306837314	0.000280603387213714	rs3930459	ILMN_1694398	-0.04809	0.07082	rs10840028	-0.0533	0.001213
EIF4A2	ENSG00000156976	-0.304969574660899	0.0062431785541068	rs822396	ILMN_1685722	-0.03249	0.007906	rs34187390	-0.0539	0.0008606
EIF4H	ENSG00000106682	-0.222100626922082	0.00325143968488998	rs2269081	ILMN_2304624	0.04431	0.0646	rs13234979	0.1495	0.001435
EIF5A	ENSG00000132507	-0.161376538425325	0.0097376325811947	rs7216490	ILMN_1794522	0.07891	0.003147	rs11871360	0.3992	0.001656
ELAC2	ENSG00000006744	-0.208990265538896	0.00229867279118881	rs2302069	ILMN_1718044	-0.1549	0.001644	rs1971662	-0.0618	0.0002421
ELANE	ENSG00000197561	-0.687368619914433	0.000358532844886443	NA	NA	NA	NA	rs3752246	0.1345	4.264e-09
ELF1	ENSG00000120690	0.299159361364924	0.00227321611647744	rs9566697	ILMN_1664010	-0.0396	0.3628	rs9532494	0.0654	0.0007647
ELFN1	ENSG00000225968	-0.388319949017051	0.000231976651249975	NA	NA	NA	NA	rs116898687	-0.3147	0.0001687
ELK3	ENSG00000111145	0.291116705535918	0.00275164791086251	rs34583	ILMN_1692335	0.1788	0.03966	rs10777647	-0.0551	0.0006051
ELMO1	ENSG00000155849	-0.305745247686507	0.00576478313602883	rs2392477	ILMN_2379527	0.08359	0.009838	rs2718058	-0.0697	1.314e-05
ELMO3	ENSG00000102890	0.206261973353863	0.0032217720472962	rs7196989	ILMN_1752665	0.232	0.02948	rs56207126	0.1012	0.001083
ELMOD1	ENSG00000110675	-0.424135484323302	0.00166589373105254	rs654093	ILMN_1810604	-0.136	0.05927	rs12802183	-0.074	0.0003462
ELOVL6	ENSG00000170522	-0.236146216123132	0.0032217720472962	rs11725723	ILMN_2111187	0.07102	0.01145	rs11736110	-0.1527	3.632e-05
ELP2	ENSG00000134759	-0.281587522265146	4.1457707525911e-07	rs610492	ILMN_1709132	-0.1365	6.211e-08	rs7240967	-0.0548	0.0005775
ELP3	ENSG00000134014	-0.185641036229782	0.0070948320418568	rs1563055	ILMN_1744068	0.03555	0.002172	rs7982	-0.14	2.477e-17
EMC1	ENSG00000127463	-0.277007214909654	0.000573325319510287	NA	NA	NA	NA	rs9117	-0.0961	0.0006061
EMC4	ENSG00000128463	-0.281263941727753	0.00137762931909821	NA	NA	NA	NA	rs10438390	0.1613	7.72e-05
EMC9	ENSG00000100908	-0.261099420325097	0.00011860532824027	NA	NA	NA	NA	rs117677916	-0.2925	0.0009866
EMD	ENSG00000102119	-0.229774777636207	0.000153657066165213	NA	NA	NA	NA	NA	NA	NA
EML6	ENSG00000214595	-0.268127701196651	0.00169035829356761	NA	NA	NA	NA	rs4671992	-0.0549	0.0005174
EMP3	ENSG00000142227	0.52775013480015	4.28354798460144e-08	rs6509364	ILMN_1765446	0.04346	0.1739	rs2547238	0.0905	7.167e-05
EMX2	ENSG00000170370	0.322474596904769	0.00053429269876358	rs242985	ILMN_2187746	-0.199	0.00467	rs79746141	0.2105	0.002363
ENDOV	ENSG00000173818	-0.170768168555082	0.00532816725231162	NA	NA	NA	NA	rs12602143	0.636	1.354e-05
ENO2	ENSG00000111674	-0.375974085880013	0.00278711892350119	rs4963511	ILMN_1765796	-0.07112	0.00613	rs7131992	-0.0989	1.289e-05
ENO3	ENSG00000108515	0.248331815774506	0.00176701488566164	rs8078776	ILMN_1678904	0.1066	0.002572	rs8078173	0.1279	2.871e-06
ENOSF1	ENSG00000132199	-0.314767463275452	0.00602182797618097	rs2847153	ILMN_1803676	0.1254	0.00803	rs604476	0.1613	2.543e-05
ENPP1	ENSG00000197594	0.193671303030084	0.0053357952667875	NA	NA	NA	NA	rs11967822	-0.0897	0.0008868
ENPP5	ENSG00000112796	-0.321359061589686	0.00704357752993318	rs7357078	ILMN_1660727	0.04101	0.06782	rs1004018	-0.0619	0.002227
ENSA	ENSG00000143420	-0.235597837953796	0.00503328925401232	rs4970966	ILMN_2364700	0.04344	0.0284	rs6587723	0.0746	0.0002714
ENTPD3	ENSG00000168032	-0.437513439153187	0.00918103422511671	rs13081891	ILMN_2087941	0.1278	0.2145	rs6774841	-0.0451	0.005944
ENTPD3-AS1	ENSG00000223797	0.207172965630721	0.00266764277688153	NA	NA	NA	NA	rs6774841	-0.0451	0.005944
ENTPD6	ENSG00000197586	-0.235901979515246	0.00411815531435705	rs2076559	ILMN_2091792	0.02572	0.3781	rs77376630	0.1269	0.0004139
ENTPD7	ENSG00000198018	-0.280178701482207	0.00237066436646307	rs1035209	ILMN_1758852	-0.07281	0.006406	rs137913203	0.1598	0.001316
EP400NL	ENSG00000185684	-0.297572610616458	0.000430274275855601	rs7131729	ILMN_2054576	-0.06887	0.02225	NA	NA	NA
EPB41L3	ENSG00000082397	-0.414158614316633	0.00451171578405681	rs2040191	ILMN_2109197	-0.1381	0.008061	rs3745091	0.2649	1.943e-06
EPHA10	ENSG00000183317	-0.404115581317055	0.00011862256197071	rs589927	ILMN_1711328	0.1832	6.16e-05	rs3918019	-0.664	0.0007929
EPHA5	ENSG00000145242	-0.519011330659963	0.00158315851694659	rs9312137	ILMN_1668022	-0.1452	0.0179	rs10012882	0.177	0.001011
EPM2AIP1	ENSG00000178567	-0.233792530764906	0.00495459080724668	rs1799977	ILMN_1682658	0.05037	0.06992	rs267514	-0.0688	0.001114
EPS15L1	ENSG00000127527	-0.224274969580655	0.00623632100395604	rs11673289	ILMN_1708369	0.06761	0.02052	rs12982331	-0.0717	0.0003818
ERBB3	ENSG00000065361	0.320104747272582	0.000142610777844135	rs10876864	ILMN_2397602	-0.06665	0.1887	rs11171077	-0.0921	0.000122
ERBIN	ENSG00000112851	0.452834636561489	1.49235490071213e-07	NA	NA	NA	NA	rs141030341	0.5084	0.0002866
ERC2	ENSG00000187672	-0.281824700391714	0.0033588047910831	rs13099722	ILMN_1769195	-0.2842	0.02198	rs73079516	0.1085	0.0003201
ERCC2	ENSG00000104884	-0.207886315521863	7.32218296983529e-05	rs2240672	ILMN_1815859	-0.06159	0.1064	rs12972156	1.1399	0
ERFE	ENSG00000178752	-0.627083361700677	9.37923962188849e-06	NA	NA	NA	NA	rs112077221	0.0916	0.0001961
ERI3	ENSG00000117419	-0.187113498816851	0.000219769361691317	NA	NA	NA	NA	rs11801074	-0.1649	0.002067
ERICH3	ENSG00000178965	-0.316535737840132	0.00202953582848286	NA	NA	NA	NA	rs4650222	-0.0664	0.001566
ERICH6-AS1	ENSG00000240137	-0.362221979589263	0.000597176684039509	NA	NA	NA	NA	rs13081253	-0.1865	0.0001298
ERMAP	ENSG00000164010	0.229340627363313	0.00135091020166772	rs9960	ILMN_1715013	-0.268	2.961e-14	rs11801074	-0.1649	0.002067
ERMN	ENSG00000136541	0.32873911384451	0.000527486899302705	rs2289942	ILMN_1682298	0.03418	0.185	rs4664792	0.0544	0.0007059
ERP29	ENSG00000089248	-0.209147014407368	0.00425925577549732	rs12298022	ILMN_2251184	0.1102	0.05955	rs147910225	0.3336	0.000231
ESAM	ENSG00000149564	0.276800410736042	0.00198409652551502	rs12278912	ILMN_1668092	-0.08045	0.03035	rs12222810	0.0782	0.0007912
ETV3L	ENSG00000253831	-0.390581007833279	0.000969103402926462	NA	NA	NA	NA	rs3795737	-0.1054	0.002412
ETV4	ENSG00000175832	0.654830752446461	3.6512616439901e-05	rs2127224	ILMN_1753830	0.1471	0.0458	rs117699225	-0.1385	3.461e-05
EVI5L	ENSG00000142459	-0.202870372323368	0.00901942823128554	rs3745386	ILMN_1747281	-0.07734	0.04174	rs11672985	0.0957	0.0009237
EVL	ENSG00000196405	-0.204000716297831	0.000507518664572053	rs2757545	ILMN_1730622	-0.02593	0.03778	rs2693684	-0.0909	0.001149
EWSAT1	ENSG00000212766	-0.479922759098658	0.000385656741291857	NA	NA	NA	NA	rs113929974	-0.0709	0.0009772
EXD3	ENSG00000187609	-0.25692531044383	0.00457945493300009	NA	NA	NA	NA	rs11185676	0.0789	2.349e-05
EXOC3-AS1	ENSG00000221990	-0.321710630385895	0.000432602676449783	NA	NA	NA	NA	rs4957047	-0.1269	0.0002458
EXOG	ENSG00000157036	-0.193149353543401	0.00112793683760593	NA	NA	NA	NA	rs267514	-0.0688	0.001114
EXOSC1	ENSG00000171311	-0.211700014776195	0.000280600094272388	rs6584131	ILMN_2396648	0.05424	0.007534	rs11188740	-0.1024	6.961e-05
EXOSC3	ENSG00000107371	-0.271060188906268	0.00623758854146167	rs10973593	ILMN_1734194	0.1133	0.0007906	rs138487996	0.1106	0.0005913
EXOSC4	ENSG00000178896	-0.319541756609328	0.00179951221472917	rs13264654	ILMN_1745271	-0.04533	0.2587	rs117137177	0.1374	0.0001555
EXOSC5	ENSG00000077348	-0.329150672189869	0.000126512281706056	rs1046909	ILMN_1659725	0.06775	0.01077	rs45616834	-0.2286	0.001456
EXOSC6	ENSG00000223496	-0.461266146652668	0.000681309266326044	rs7192268	ILMN_1670218	-0.1146	2.852e-11	rs12597717	0.0732	9.852e-06
EXOSC7	ENSG00000075914	-0.212374214946695	0.000742092070108059	rs6790913	ILMN_2055477	-0.09229	0.04342	rs7618668	-0.1111	0.0001191
EXOSC9	ENSG00000123737	-0.2019125420782	0.00784278534484925	rs7680787	ILMN_2312719	-0.08659	0.007943	rs74624126	-0.2537	0.001494
EXTL1	ENSG00000158008	-0.448632507394369	2.3547500632637e-05	rs11247854	ILMN_1718783	-0.04267	0.2895	rs35123100	0.1391	0.0005093
EZR	ENSG00000092820	0.346512447196597	4.91488873470424e-05	NA	NA	NA	NA	rs138501612	-0.255	0.0008396
F10	ENSG00000126218	0.465449038743545	1.25125839790025e-06	rs9549657	ILMN_1670708	-0.2033	0.03047	rs3011479	0.069	9.945e-05
F2RL2	ENSG00000164220	-0.253231978899768	0.00388213913709514	NA	NA	NA	NA	rs11950587	0.2281	0.0007921
F2RL3	ENSG00000127533	0.567835393644284	0.00401974916316222	NA	NA	NA	NA	rs111255249	0.3654	0.0005322
F7	ENSG00000057593	-0.490080277756125	0.000486666108994448	rs9324220	ILMN_1740559	-0.283	0.0007284	rs3011479	0.069	9.945e-05
FAAP100	ENSG00000185504	-0.26765096555338	0.00188364626246707	NA	NA	NA	NA	rs12602143	0.636	1.354e-05
FABP5	ENSG00000164687	-0.442911825557325	0.00126887978440183	rs201953	ILMN_2146766	0.1244	0.09268	rs9643444	0.0687	0.0008044
FADS3	ENSG00000221968	-0.221079949070822	0.00187936498153813	rs2851682	ILMN_2098643	0.06681	0.04343	rs2727273	-0.0546	0.0007077
FAHD1	ENSG00000180185	-0.251828434766616	0.00142509740049365	rs1657125	ILMN_1701457	-0.09776	0.002521	rs171090	-0.1511	0.001526
FAHD2B	ENSG00000144199	-0.200625066136735	0.00270660464692103	rs1257026	ILMN_2146657	-0.04292	0.1467	rs77060285	-0.104	0.0009522
FAIM2	ENSG00000135472	-0.252991684386908	0.00744090669983303	rs584105	ILMN_1803855	0.01562	0.06573	rs10875851	-0.0585	0.0005135
FAM101A	ENSG00000178882	-0.276394659240989	0.000787029566832	NA	NA	NA	NA	NA	NA	NA
FAM101B	ENSG00000183688	0.336914841928836	2.96531124036214e-06	rs11247557	ILMN_1714418	0.1252	0.02423	NA	NA	NA
FAM107A	ENSG00000168309	0.327325497122841	0.000695086139729025	rs1373403	ILMN_1743445	-0.03696	0.008693	rs6810383	-0.0611	0.005195
FAM107B	ENSG00000065809	0.453107645048617	1.85263827957849e-06	rs717069	ILMN_1758672	-0.04627	0.04691	rs113097405	0.1214	0.001258
FAM109B	ENSG00000177096	0.237491926076011	0.00124180283866696	NA	NA	NA	NA	rs136402	0.0733	4.249e-05
FAM110B	ENSG00000169122	-0.209084704680716	0.00845563351346414	rs4737483	ILMN_1679217	0.06568	0.003477	rs2737690	-0.0708	0.0006305
FAM120B	ENSG00000112584	-0.173589817839762	0.00833038739823911	rs727619	ILMN_1679641	-0.07462	8.373e-07	rs4716373	-0.3523	0.0002203
FAM127A	ENSG00000134590	-0.366528027943833	1.28469222403488e-05	NA	NA	NA	NA	NA	NA	NA
FAM131A	ENSG00000175182	-0.41640403700083	2.86779171902693e-05	rs2272473	ILMN_1729217	-0.04399	0.02274	rs77349313	0.1517	0.002234
FAM13A-AS1	ENSG00000248019	0.190978464829529	0.00530280400666651	NA	NA	NA	NA	rs114658556	0.1697	0.0004843
FAM149A	ENSG00000109794	-0.173671291470805	0.00898114407596012	rs2036912	ILMN_1786278	-0.09476	1.211e-06	rs11930217	-0.1648	0.00386
FAM150B	ENSG00000189292	-0.50829372478738	0.00168058058093763	NA	NA	NA	NA	NA	NA	NA
FAM153A	ENSG00000170074	-0.562155802132493	1.12869226924357e-05	NA	NA	NA	NA	rs335472	0.1523	2.815e-05
FAM153B	ENSG00000182230	-0.494042863503317	1.02577295863653e-06	rs7443800	ILMN_2205470	0.01813	0.4979	rs335472	0.1523	2.815e-05
FAM153C	ENSG00000204677	-0.337060784871941	0.00128071543298078	NA	NA	NA	NA	rs143223647	-0.1505	6.019e-05
FAM155A	ENSG00000204442	-0.394193136698135	0.0016353112210648	rs16971270	ILMN_2174658	0.3422	0.001393	rs1018597	0.2274	3.074e-05
FAM156B	ENSG00000179304	-0.234104272097344	0.000182523461102962	NA	NA	NA	NA	NA	NA	NA
FAM157C	ENSG00000260528	-0.338042683063443	0.000588863639804382	NA	NA	NA	NA	16:89631717	0.4619	1.514e-05
FAM160A2	ENSG00000051009	-0.304758699233334	6.39047156052359e-06	rs325697	ILMN_1713402	-0.0224	0.2535	rs12272665	0.0674	0.0002223
FAM161B	ENSG00000156050	-0.368969738410203	0.000306293460690631	rs740505	ILMN_1688031	-0.06841	0.03117	rs79401508	0.142	0.0009247
FAM163A	ENSG00000143340	-0.487633071939531	0.00418010295486103	NA	NA	NA	NA	rs2025580	0.1046	0.001751
FAM163B	ENSG00000196990	-0.663189988736624	0.00147618920032069	NA	NA	NA	NA	rs7044514	0.121	0.002318
FAM167B	ENSG00000183615	0.536959825944872	0.00277533772222975	NA	NA	NA	NA	rs4949301	0.1409	0.0008308
FAM177A1	ENSG00000151327	-0.178491342271622	0.000198179780723714	rs2273159	ILMN_2287276	0.1546	0.0001202	rs28690092	-0.1108	5.113e-05
FAM180B	ENSG00000196666	-0.589610272112923	0.000134391687653218	NA	NA	NA	NA	rs71475924	0.1244	1.44e-06
FAM181A	ENSG00000140067	0.350073568470649	0.00240133282579572	rs730959	ILMN_1762696	-0.1224	0.001323	rs10498633	-0.1044	1.467e-07
FAM185A	ENSG00000222011	-0.273651354638311	0.0022622234071535	NA	NA	NA	NA	rs117864602	-0.3019	0.003678
FAM185BP	ENSG00000214439	-0.429013144165981	0.00885860797237142	NA	NA	NA	NA	rs112378913	0.1236	0.0002337
FAM196A	ENSG00000188916	-0.32516479058658	0.00107101112923718	NA	NA	NA	NA	rs11244976	0.0613	0.003133
FAM200A	ENSG00000221909	-0.182383444448896	0.004654606751824	NA	NA	NA	NA	rs7384878	-0.0839	2.947e-06
FAM201B	ENSG00000230992	-0.37129656261702	0.00069607161725285	NA	NA	NA	NA	rs13017008	-0.0806	0.0005043
FAM213B	ENSG00000157870	-0.204782505120033	0.00547903874780379	NA	NA	NA	NA	rs72642149	0.0811	0.0001992
FAM218A	ENSG00000250486	-0.379737229282939	0.000159015022230054	NA	NA	NA	NA	rs141628886	0.3409	0.0006776
FAM21EP	ENSG00000235618	-0.315807620490898	0.000531535229652127	NA	NA	NA	NA	rs72789102	0.1374	0.0011
FAM228A	ENSG00000186453	-0.323793347745237	0.000808028957416811	NA	NA	NA	NA	rs7573439	0.194	0.0003349
FAM228B	ENSG00000219626	-0.184669459837135	0.0014053008274825	NA	NA	NA	NA	rs7573439	0.194	0.0003349
FAM229B	ENSG00000203778	-0.118902641134988	0.00695533082516459	NA	NA	NA	NA	rs3904923	-0.059	0.00138
FAM49A	ENSG00000197872	-0.291431833791052	0.00333113496587858	rs1430043	ILMN_1794038	0.1184	0.0733	rs145037602	-0.225	0.0001982
FAM49B	ENSG00000153310	-0.301024605432259	0.00960786766927444	rs7820954	ILMN_2122374	0.07696	0.01262	rs117362864	-0.2235	0.0004369
FAM50B	ENSG00000145945	-0.293802866145747	0.00738405567658334	rs9328204	ILMN_2153466	0.06808	0.07649	rs9405613	0.0627	0.0006589
FAM60A	ENSG00000139146	0.322546369759295	0.00885860797237142	NA	NA	NA	NA	NA	NA	NA
FAM63A	ENSG00000143409	0.220108479449546	0.00581624719273185	NA	NA	NA	NA	NA	NA	NA
FAM65A	ENSG00000039523	-0.180526964298744	0.00823602537312415	rs6499137	ILMN_1680037	0.06585	0.08755	NA	NA	NA
FAM65C	ENSG00000042062	0.742555021146938	5.29745050912053e-10	NA	NA	NA	NA	NA	NA	NA
FAM66B	ENSG00000215374	-0.639100057187278	3.16797375116084e-05	NA	NA	NA	NA	8:6876812	0.1637	0.001051
FAM66D	ENSG00000255052	-0.542177167472291	0.00663385693478214	NA	NA	NA	NA	rs57956255	-0.2652	0.0004042
FAM71E1	ENSG00000142530	-0.388912838903618	4.5430534919777e-06	rs1978454	ILMN_1732717	-0.07123	0.05637	rs283526	-0.0528	0.001262
FAM73A	ENSG00000180488	-0.375774786195128	0.00038181299864729	rs10518561	ILMN_2123557	-0.09772	0.2702	NA	NA	NA
FAM81A	ENSG00000157470	-0.361404105321549	0.00435757660127912	rs11857953	ILMN_1699623	0.1689	0.01903	rs596379	-0.0653	8.901e-05
FAM83H	ENSG00000180921	-0.359683446286888	0.000248142917607674	rs4076358	ILMN_1751328	0.1584	0.0002754	rs117137177	0.1374	0.0001555
FAM83H-AS1	ENSG00000203499	-0.300447201333419	0.00173507316566148	NA	NA	NA	NA	NA	NA	NA
FAM84A	ENSG00000162981	-0.327347491670502	0.00793658217775788	NA	NA	NA	NA	rs395943	-0.0749	0.001124
FAM84B	ENSG00000168672	0.451648502825365	8.11529895283177e-06	rs10441522	ILMN_1670807	-0.1492	0.01433	rs147587285	0.3616	1.676e-05
FAM86B1	ENSG00000186523	-0.313138977702481	0.00461703982895109	NA	NA	NA	NA	rs57956255	-0.2652	0.0004042
FAM86B3P	ENSG00000173295	-0.546648112158311	5.72294512160154e-05	NA	NA	NA	NA	rs78106583	-0.2666	0.0004264
FAM86EP	ENSG00000251669	-0.33886348587839	0.000421922183947363	NA	NA	NA	NA	rs1406674	0.0513	0.001242
FAM86HP	ENSG00000253540	-0.536454149647923	0.00814237380988676	NA	NA	NA	NA	rs729208	-0.0567	0.002822
FAM92B	ENSG00000153789	-0.207436222145507	0.00390709849714611	NA	NA	NA	NA	rs77749545	-0.0993	0.0002193
FAM96B	ENSG00000166595	-0.147231414270508	0.00523213792048936	rs2271025	ILMN_1779813	0.04361	0.1564	rs56207126	0.1012	0.001083
FAM98C	ENSG00000130244	-0.305304376440454	0.00104866882471922	rs2270094	ILMN_1771870	0.03598	0.1266	rs139850895	-0.3025	0.0001408
FAM9C	ENSG00000187268	-0.267765690004739	0.00339089400567159	NA	NA	NA	NA	NA	NA	NA
FANCA	ENSG00000187741	-0.265799300086605	0.00403822295932247	NA	NA	NA	NA	16:89631717	0.4619	1.514e-05
FANCC	ENSG00000158169	0.451426967011185	4.07182499411907e-08	rs963774	ILMN_1683112	0.04954	0.2606	rs79762261	0.1877	0.0002114
FANCE	ENSG00000112039	0.180836435446344	0.00104450734316372	rs4713858	ILMN_2043452	-0.05904	0.08462	rs114975388	0.3051	0.0008208
FAR2	ENSG00000064763	-0.387287235841245	0.00312265345068248	rs9300188	ILMN_2202915	0.1582	0.03233	rs56294439	-0.0599	0.00107
FAR2P1	ENSG00000180178	-0.382809734271357	0.00570473242150176	NA	NA	NA	NA	rs1251203	-0.1163	0.001717
FAR2P3	ENSG00000240253	-0.499952193457718	0.00452522563518464	NA	NA	NA	NA	rs1251203	-0.1163	0.001717
FARSA	ENSG00000179115	-0.32485480512041	0.000781660400313323	rs2293683	ILMN_1778255	0.0514	0.03703	rs75854015	-0.2955	0.001445
FARSB	ENSG00000116120	-0.33901988203279	0.00131462882536058	rs10498139	ILMN_2055930	-0.1728	0.0004313	rs6720306	-0.0741	2e-04
FAT3	ENSG00000165323	-0.293577099773733	0.00273577580042312	NA	NA	NA	NA	rs271038	-0.0553	0.001284
FBLL1	ENSG00000188573	-0.406538912844516	0.00100612455693798	NA	NA	NA	NA	rs111293251	0.2268	0.003066
FBLN2	ENSG00000163520	-0.33345199810833	0.0038034735606303	rs1061375	ILMN_1774602	-0.1108	0.01508	rs56356701	0.0836	0.0007129
FBLN7	ENSG00000144152	-0.53787198855272	0.00180440480700602	rs10197919	ILMN_1735743	-0.1669	0.004181	rs1969256	-0.0629	8.669e-05
FBN3	ENSG00000142449	-0.414589833559159	8.96075698589802e-06	rs11260062	ILMN_1719755	0.2324	6.467e-05	rs11672985	0.0957	0.0009237
FBXL12	ENSG00000127452	-0.223029827197904	0.00103585093641417	rs2081066	ILMN_1693438	0.05168	0.2231	rs140696191	0.1451	0.0002312
FBXL15	ENSG00000107872	-0.386291543088715	0.00340735748668621	rs12763439	ILMN_1663379	-0.1262	0.03643	rs4919512	-0.0688	0.002218
FBXL16	ENSG00000127585	-0.379329749342263	9.49788858918296e-05	rs12102635	ILMN_1697561	-0.07183	0.05619	rs62030834	-0.0675	8.826e-05
FBXL19	ENSG00000099364	-0.248381145606047	0.00605392932671757	NA	NA	NA	NA	rs4889625	-0.0718	8.163e-05
FBXL2	ENSG00000153558	-0.441842542371562	0.000884579158004906	rs3736563	ILMN_1688639	0.06685	0.08687	rs4955289	0.0699	0.0001655
FBXL20	ENSG00000108306	-0.207387588512024	0.00855307148492114	rs657723	ILMN_1754489	-0.04541	0.02762	rs4796679	0.0524	0.001116
FBXL21	ENSG00000164616	-0.468313265029333	0.00283210110914966	NA	NA	NA	NA	rs17736119	0.0589	0.001681
