Gene 1	Gene 2	Weight	Network group	Network
GRIN2A	ITPKB	0.01051462	Co-localization	Schadt-Shoemaker-2004
GRIN2A	HTR2A	0.015650837	Co-localization	Schadt-Shoemaker-2004
GRIN2A	CAMK2B	0.011983159	Co-localization	Schadt-Shoemaker-2004
GNAS	AVPR1A	0.02399654	Co-localization	Schadt-Shoemaker-2004
GNAS	ADRA1D	0.012925961	Co-localization	Schadt-Shoemaker-2004
GNAS	CAMK2D	0.017431753	Co-localization	Schadt-Shoemaker-2004
GNAS	SLC25A4	0.0135652535	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ATP2B2	0.010512166	Co-localization	Schadt-Shoemaker-2004
PPP3CA	CACNA1A	0.009563872	Co-localization	Schadt-Shoemaker-2004
PPP3CA	CACNA1E	0.0057188543	Co-localization	Schadt-Shoemaker-2004
PPP3CA	HTR4	0.009060157	Co-localization	Schadt-Shoemaker-2004
PPP3CA	CACNA1B	0.010157554	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ATP2B1	0.011557732	Co-localization	Schadt-Shoemaker-2004
PPP3CA	GRIN2C	0.010178436	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ITPR1	0.006123245	Co-localization	Schadt-Shoemaker-2004
PPP3CA	PDE1B	0.009365851	Co-localization	Schadt-Shoemaker-2004
PPP3CA	HTR2C	0.007793631	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ADRA1D	0.0059150932	Co-localization	Schadt-Shoemaker-2004
PPP3CA	CAMK2D	0.006914077	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ITPKA	0.0072175255	Co-localization	Schadt-Shoemaker-2004
PPP3CA	SLC25A4	0.0069163996	Co-localization	Schadt-Shoemaker-2004
PPP3CA	HTR6	0.0077838814	Co-localization	Schadt-Shoemaker-2004
PPP3CA	ITPKB	0.008204742	Co-localization	Schadt-Shoemaker-2004
PPP3CA	HTR2A	0.011497485	Co-localization	Schadt-Shoemaker-2004
PPP3CA	DRD1	0.007838649	Co-localization	Schadt-Shoemaker-2004
PPP3CA	PPP3R1	0.007823117	Co-localization	Schadt-Shoemaker-2004
PPP3CA	CAMK2B	0.009325768	Co-localization	Schadt-Shoemaker-2004
PPP3CA	GRIN2A	0.0075361384	Co-localization	Schadt-Shoemaker-2004
ERBB3	NOS1	0.021314908	Co-localization	Schadt-Shoemaker-2004
ADRB2	GNA15	0.018013904	Co-localization	Schadt-Shoemaker-2004
CCK	CACNA1E	0.009993122	Co-localization	Schadt-Shoemaker-2004
CCK	HTR7	0.024579704	Co-localization	Schadt-Shoemaker-2004
CCK	ADRA1B	0.018363629	Co-localization	Schadt-Shoemaker-2004
CCK	ITPKA	0.021901324	Co-localization	Schadt-Shoemaker-2004
CCK	DRD5	0.015100395	Co-localization	Schadt-Shoemaker-2004
CCK	HTR6	0.01657929	Co-localization	Schadt-Shoemaker-2004
CCK	CAMK2B	0.014921999	Co-localization	Schadt-Shoemaker-2004
CCK	GRIN2A	0.012095704	Co-localization	Schadt-Shoemaker-2004
CCK	PPP3CA	0.009079147	Co-localization	Schadt-Shoemaker-2004
GUCY1A3	CHRM3	0.022535678	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	HTR4	0.0094629	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	HTR7	0.009482312	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	HRH1	0.014194782	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	CHRM2	0.010508835	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	CHRM3	0.012029835	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	SLC25A4	0.008186499	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	HTR2A	0.013161832	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	PPP3CA	0.0057491427	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	CCK	0.009673077	Co-localization	Schadt-Shoemaker-2004
GUCY1B3	GUCY1A3	0.015898995	Co-localization	Schadt-Shoemaker-2004
GRIA2	ATP2B2	0.011372783	Co-localization	Schadt-Shoemaker-2004
GRIA2	CACNA1A	0.010976773	Co-localization	Schadt-Shoemaker-2004
GRIA2	CACNA1E	0.006152126	Co-localization	Schadt-Shoemaker-2004
GRIA2	CACNA1B	0.010293295	Co-localization	Schadt-Shoemaker-2004
GRIA2	ATP2B1	0.009768185	Co-localization	Schadt-Shoemaker-2004
GRIA2	GRIN2C	0.011363203	Co-localization	Schadt-Shoemaker-2004
GRIA2	PDE1B	0.008874178	Co-localization	Schadt-Shoemaker-2004
GRIA2	HTR2C	0.009133314	Co-localization	Schadt-Shoemaker-2004
GRIA2	ADRA1D	0.006974604	Co-localization	Schadt-Shoemaker-2004
GRIA2	HTR2A	0.010679587	Co-localization	Schadt-Shoemaker-2004
GRIA2	DRD1	0.008343036	Co-localization	Schadt-Shoemaker-2004
GRIA2	CAMK2B	0.0089171305	Co-localization	Schadt-Shoemaker-2004
GRIA2	GRIN2A	0.007884022	Co-localization	Schadt-Shoemaker-2004
GRIA2	PPP3CA	0.0058274386	Co-localization	Schadt-Shoemaker-2004
GRIA2	CCK	0.00794516	Co-localization	Schadt-Shoemaker-2004
GNAZ	ATP2B2	0.009927634	Co-localization	Schadt-Shoemaker-2004
GNAZ	CACNA1A	0.011177076	Co-localization	Schadt-Shoemaker-2004
GNAZ	CACNA1E	0.0061259954	Co-localization	Schadt-Shoemaker-2004
GNAZ	HTR4	0.0065904395	Co-localization	Schadt-Shoemaker-2004
GNAZ	CACNA1B	0.010616395	Co-localization	Schadt-Shoemaker-2004
GNAZ	ATP2B1	0.008633991	Co-localization	Schadt-Shoemaker-2004
GNAZ	GRIN2C	0.010202207	Co-localization	Schadt-Shoemaker-2004
GNAZ	CHRM3	0.007513727	Co-localization	Schadt-Shoemaker-2004
GNAZ	PDE1B	0.011630615	Co-localization	Schadt-Shoemaker-2004
GNAZ	HTR2C	0.0077026007	Co-localization	Schadt-Shoemaker-2004
GNAZ	ADRA1D	0.00720068	Co-localization	Schadt-Shoemaker-2004
GNAZ	CAMK2D	0.006682145	Co-localization	Schadt-Shoemaker-2004
GNAZ	HTR6	0.0071398197	Co-localization	Schadt-Shoemaker-2004
GNAZ	ITPKB	0.009357645	Co-localization	Schadt-Shoemaker-2004
GNAZ	HTR2A	0.010227396	Co-localization	Schadt-Shoemaker-2004
GNAZ	DRD1	0.007973731	Co-localization	Schadt-Shoemaker-2004
GNAZ	CAMK2B	0.008449414	Co-localization	Schadt-Shoemaker-2004
GNAZ	GRIN2A	0.007397292	Co-localization	Schadt-Shoemaker-2004
GNAZ	PPP3CA	0.005613488	Co-localization	Schadt-Shoemaker-2004
GNAZ	CCK	0.007631477	Co-localization	Schadt-Shoemaker-2004
GNAZ	GRIA2	0.0061881193	Co-localization	Schadt-Shoemaker-2004
GNAI2	PTAFR	0.019524166	Co-localization	Schadt-Shoemaker-2004
BST1	P2RX1	0.01017346	Co-localization	Johnson-Shoemaker-2003
PLN	P2RX3	0.006579568	Co-localization	Johnson-Shoemaker-2003
PDE1C	P2RX7	0.013311979	Co-localization	Johnson-Shoemaker-2003
RYR3	SLC8A3	0.029698236	Co-localization	Johnson-Shoemaker-2003
RYR2	P2RX3	0.011160233	Co-localization	Johnson-Shoemaker-2003
RYR2	PLN	0.006422786	Co-localization	Johnson-Shoemaker-2003
HTR5A	P2RX6	0.011867265	Co-localization	Johnson-Shoemaker-2003
SLC25A31	PLCZ1	0.014108623	Co-localization	Johnson-Shoemaker-2003
PTGFR	PTGER3	0.021507658	Co-localization	Johnson-Shoemaker-2003
SLC8A1	PLN	0.00725744	Co-localization	Johnson-Shoemaker-2003
SLC8A1	RYR2	0.01610072	Co-localization	Johnson-Shoemaker-2003
CACNA1H	ATP2B4	0.01999898	Co-localization	Johnson-Shoemaker-2003
CACNA1C	PLN	0.008560253	Co-localization	Johnson-Shoemaker-2003
CACNA1C	ATP2B4	0.019087827	Co-localization	Johnson-Shoemaker-2003
CACNA1C	SLC8A1	0.022695957	Co-localization	Johnson-Shoemaker-2003
PLCD4	PHKA1	0.017255563	Co-localization	Johnson-Shoemaker-2003
VDAC1	PHKA1	0.0069515505	Co-localization	Johnson-Shoemaker-2003
VDAC1	VDAC3	0.004822307	Co-localization	Johnson-Shoemaker-2003
ADCY9	PHKB	0.010341999	Co-localization	Johnson-Shoemaker-2003
ADCY9	PLCD4	0.015863698	Co-localization	Johnson-Shoemaker-2003
CACNA1E	CALM3	0.011509842	Co-localization	Johnson-Shoemaker-2003
PLCB2	BST1	0.007116304	Co-localization	Johnson-Shoemaker-2003
ADRB3	PTGER3	0.017564502	Co-localization	Johnson-Shoemaker-2003
GRM1	CACNA1G	0.020982815	Co-localization	Johnson-Shoemaker-2003
TRHR	SLC25A31	0.009061966	Co-localization	Johnson-Shoemaker-2003
ATP2A2	PLN	0.005459331	Co-localization	Johnson-Shoemaker-2003
ATP2A2	VDAC3	0.0054856353	Co-localization	Johnson-Shoemaker-2003
ATP2A2	VDAC1	0.005111415	Co-localization	Johnson-Shoemaker-2003
PHKG1	RYR1	0.029630587	Co-localization	Johnson-Shoemaker-2003
CACNA1B	CALM3	0.012182265	Co-localization	Johnson-Shoemaker-2003
ATP2B1	CALM3	0.0058815056	Co-localization	Johnson-Shoemaker-2003
ATP2B1	GRM5	0.013743269	Co-localization	Johnson-Shoemaker-2003
PLCB4	CACNA1F	0.012364103	Co-localization	Johnson-Shoemaker-2003
GRIN2C	HTR5A	0.01187763	Co-localization	Johnson-Shoemaker-2003
VDAC2	VDAC1	0.0073050144	Co-localization	Johnson-Shoemaker-2003
VDAC2	ATP2A2	0.0069588735	Co-localization	Johnson-Shoemaker-2003
MYLK2	CACNA1S	0.01324069	Co-localization	Johnson-Shoemaker-2003
MYLK2	PHKA1	0.007373512	Co-localization	Johnson-Shoemaker-2003
MYLK2	PHKB	0.007406274	Co-localization	Johnson-Shoemaker-2003
MYLK2	PLCD4	0.011436858	Co-localization	Johnson-Shoemaker-2003
MYLK2	ADCY9	0.007010156	Co-localization	Johnson-Shoemaker-2003
MYLK2	RYR1	0.012382178	Co-localization	Johnson-Shoemaker-2003
MYLK2	PHKG1	0.012722737	Co-localization	Johnson-Shoemaker-2003
TACR3	HTR4	0.02221192	Co-localization	Johnson-Shoemaker-2003
PDE1B	ADCY3	0.012945544	Co-localization	Johnson-Shoemaker-2003
PDE1B	GRM5	0.017110694	Co-localization	Johnson-Shoemaker-2003
PDE1B	ATP2B1	0.010379153	Co-localization	Johnson-Shoemaker-2003
HTR2C	GRM5	0.014676507	Co-localization	Johnson-Shoemaker-2003
HTR2C	ATP2B1	0.008171018	Co-localization	Johnson-Shoemaker-2003
HTR2C	PDE1B	0.010634102	Co-localization	Johnson-Shoemaker-2003
ADRA1D	ADCY7	0.014647379	Co-localization	Johnson-Shoemaker-2003
ADRA1D	ADORA2A	0.0069171577	Co-localization	Johnson-Shoemaker-2003
CAMK2D	CALM3	0.00805721	Co-localization	Johnson-Shoemaker-2003
CAMK2D	SLC8A1	0.0210242	Co-localization	Johnson-Shoemaker-2003
CAMK2D	ATP2A2	0.009229389	Co-localization	Johnson-Shoemaker-2003
ITPKA	HTR5A	0.00848238	Co-localization	Johnson-Shoemaker-2003
ITPKA	HTR4	0.02092195	Co-localization	Johnson-Shoemaker-2003
ITPKA	PDE1B	0.010360841	Co-localization	Johnson-Shoemaker-2003
HTR2B	PTGER3	0.011327758	Co-localization	Johnson-Shoemaker-2003
HTR2B	ATP2B4	0.008598783	Co-localization	Johnson-Shoemaker-2003
HTR2B	PTGFR	0.011936788	Co-localization	Johnson-Shoemaker-2003
HTR2B	CACNA1H	0.011521324	Co-localization	Johnson-Shoemaker-2003
HTR2B	ADRB3	0.009048277	Co-localization	Johnson-Shoemaker-2003
HTR2B	AVPR1A	0.0045605996	Co-localization	Johnson-Shoemaker-2003
EDNRA	PTGER3	0.016193446	Co-localization	Johnson-Shoemaker-2003
EDNRA	HTR2B	0.010765277	Co-localization	Johnson-Shoemaker-2003
HTR6	HTR4	0.023663523	Co-localization	Johnson-Shoemaker-2003
ITPKB	P2RX7	0.0077910107	Co-localization	Johnson-Shoemaker-2003
PPP3CB	SLC8A3	0.015517148	Co-localization	Johnson-Shoemaker-2003
PPP3CB	CALM3	0.005007147	Co-localization	Johnson-Shoemaker-2003
PPP3CB	RYR3	0.015132788	Co-localization	Johnson-Shoemaker-2003
PPP3CB	CAMK2D	0.012190035	Co-localization	Johnson-Shoemaker-2003
HTR2A	PLCB1	0.012319651	Co-localization	Johnson-Shoemaker-2003
LHCGR	AVPR1A	0.005980437	Co-localization	Johnson-Shoemaker-2003
DRD1	PDE1B	0.013375535	Co-localization	Johnson-Shoemaker-2003
DRD1	ITPKA	0.018690838	Co-localization	Johnson-Shoemaker-2003
TNNC2	CACNA1S	0.012509887	Co-localization	Johnson-Shoemaker-2003
TNNC2	PHKA1	0.0071101356	Co-localization	Johnson-Shoemaker-2003
TNNC2	PHKB	0.0071365545	Co-localization	Johnson-Shoemaker-2003
TNNC2	PLCD4	0.010545364	Co-localization	Johnson-Shoemaker-2003
TNNC2	VDAC3	0.004979065	Co-localization	Johnson-Shoemaker-2003
TNNC2	ADCY9	0.006691702	Co-localization	Johnson-Shoemaker-2003
TNNC2	RYR1	0.011679362	Co-localization	Johnson-Shoemaker-2003
TNNC2	PHKG1	0.011919439	Co-localization	Johnson-Shoemaker-2003
TNNC2	MYLK2	0.0051785973	Co-localization	Johnson-Shoemaker-2003
ERBB4	CALM3	0.012127062	Co-localization	Johnson-Shoemaker-2003
TNNC1	PLN	0.0052893893	Co-localization	Johnson-Shoemaker-2003
TNNC1	VDAC3	0.0048655057	Co-localization	Johnson-Shoemaker-2003
TNNC1	ATP2A2	0.005887731	Co-localization	Johnson-Shoemaker-2003
ADORA2B	TACR1	0.015828805	Co-localization	Johnson-Shoemaker-2003
ADORA2B	ADORA2A	0.006482843	Co-localization	Johnson-Shoemaker-2003
ADORA2B	AGTR1	0.009768166	Co-localization	Johnson-Shoemaker-2003
CAMK2B	SLC8A3	0.004772033	Co-localization	Johnson-Shoemaker-2003
CAMK2B	CALM3	0.002337982	Co-localization	Johnson-Shoemaker-2003
CAMK2B	RYR3	0.004483886	Co-localization	Johnson-Shoemaker-2003
CAMK2B	ATP2B3	0.0063752877	Co-localization	Johnson-Shoemaker-2003
CAMK2B	ATP2B2	0.005230364	Co-localization	Johnson-Shoemaker-2003
CAMK2B	CACNA1E	0.0059259944	Co-localization	Johnson-Shoemaker-2003
CAMK2B	GRM1	0.0036889515	Co-localization	Johnson-Shoemaker-2003
CAMK2B	CACNA1B	0.0064033656	Co-localization	Johnson-Shoemaker-2003
CAMK2B	ATP2B1	0.0032373616	Co-localization	Johnson-Shoemaker-2003
CAMK2B	ITPR1	0.003978749	Co-localization	Johnson-Shoemaker-2003
CAMK2B	CAMK2D	0.0046875733	Co-localization	Johnson-Shoemaker-2003
CAMK2B	PPP3CB	0.003000375	Co-localization	Johnson-Shoemaker-2003
CAMK2B	ERBB4	0.0064207558	Co-localization	Johnson-Shoemaker-2003
NOS2	HTR5A	0.010334761	Co-localization	Johnson-Shoemaker-2003
NOS2	BDKRB2	0.018150937	Co-localization	Johnson-Shoemaker-2003
NOS2	ITPKA	0.017725283	Co-localization	Johnson-Shoemaker-2003
TACR2	ATP2B4	0.015404681	Co-localization	Johnson-Shoemaker-2003
TACR2	CACNA1H	0.021614812	Co-localization	Johnson-Shoemaker-2003
TACR2	BDKRB2	0.01660635	Co-localization	Johnson-Shoemaker-2003
TACR2	NOS2	0.017557813	Co-localization	Johnson-Shoemaker-2003
NOS1	ADCY9	0.014731895	Co-localization	Johnson-Shoemaker-2003
NOS1	PDE1B	0.015573029	Co-localization	Johnson-Shoemaker-2003
NOS1	PPP3CB	0.014514704	Co-localization	Johnson-Shoemaker-2003
PRKCG	HTR2A	0.014756374	Co-localization	Johnson-Shoemaker-2003
PRKCG	CAMK2B	0.005723316	Co-localization	Johnson-Shoemaker-2003
GRIN2A	HTR2A	0.01691014	Co-localization	Johnson-Shoemaker-2003
CAMK2A	ATP2B3	0.010449563	Co-localization	Johnson-Shoemaker-2003
CAMK2A	ATP2B2	0.0081263445	Co-localization	Johnson-Shoemaker-2003
CAMK2A	PLCB1	0.007902225	Co-localization	Johnson-Shoemaker-2003
CAMK2A	ADRA1B	0.007338443	Co-localization	Johnson-Shoemaker-2003
CAMK2A	HTR2A	0.0054225316	Co-localization	Johnson-Shoemaker-2003
CAMK2A	CAMK2B	0.0019463456	Co-localization	Johnson-Shoemaker-2003
CAMK2A	PRKCG	0.008945324	Co-localization	Johnson-Shoemaker-2003
CAMK2A	GRIN2A	0.010623466	Co-localization	Johnson-Shoemaker-2003
F2R	NOS2	0.010706402	Co-localization	Johnson-Shoemaker-2003
PLCG2	P2RX5	0.0049155075	Co-localization	Johnson-Shoemaker-2003
PLCG2	SLC25A5	0.005544243	Co-localization	Johnson-Shoemaker-2003
PLCG2	ADORA2B	0.003716987	Co-localization	Johnson-Shoemaker-2003
PTK2B	CAMK2B	0.0044456446	Co-localization	Johnson-Shoemaker-2003
PPP3CA	CACNA1I	0.0069083953	Co-localization	Johnson-Shoemaker-2003
PPP3CA	CACNA1E	0.011127783	Co-localization	Johnson-Shoemaker-2003
PPP3CA	GRM5	0.009765566	Co-localization	Johnson-Shoemaker-2003
PPP3CA	ATP2B1	0.006820867	Co-localization	Johnson-Shoemaker-2003
PPP3CA	ITPR1	0.008217685	Co-localization	Johnson-Shoemaker-2003
PPP3CA	PDE1B	0.0068815304	Co-localization	Johnson-Shoemaker-2003
PPP3CA	HTR2C	0.0051166583	Co-localization	Johnson-Shoemaker-2003
PPP3CA	PLCB1	0.008888064	Co-localization	Johnson-Shoemaker-2003
PPP3CA	PPP3CB	0.0048265522	Co-localization	Johnson-Shoemaker-2003
PPP3CA	CAMK2B	0.0022226064	Co-localization	Johnson-Shoemaker-2003
PPP3CA	NOS1	0.009306097	Co-localization	Johnson-Shoemaker-2003
PPP3CA	PRKCG	0.010361742	Co-localization	Johnson-Shoemaker-2003
PRKCA	HTR2A	0.015103641	Co-localization	Johnson-Shoemaker-2003
PRKCA	GNAQ	0.028942866	Co-localization	Johnson-Shoemaker-2003
PRKCA	CAMK2A	0.0087654535	Co-localization	Johnson-Shoemaker-2003
PRKCB	OXTR	0.009829294	Co-localization	Johnson-Shoemaker-2003
PRKCB	ATP2B1	0.009102386	Co-localization	Johnson-Shoemaker-2003
PRKCB	PDE1B	0.008217851	Co-localization	Johnson-Shoemaker-2003
PRKCB	PLCB1	0.01289565	Co-localization	Johnson-Shoemaker-2003
PRKCB	CAMK2A	0.005134506	Co-localization	Johnson-Shoemaker-2003
PRKCB	PTK2B	0.012836028	Co-localization	Johnson-Shoemaker-2003
PRKCB	PPP3CA	0.006150997	Co-localization	Johnson-Shoemaker-2003
PRKACB	CALM3	0.005953749	Co-localization	Johnson-Shoemaker-2003
PRKACB	ERBB4	0.018021038	Co-localization	Johnson-Shoemaker-2003
PRKACB	CAMK2B	0.0031955843	Co-localization	Johnson-Shoemaker-2003
PDGFRB	EDNRA	0.013740969	Co-localization	Johnson-Shoemaker-2003
PDGFRB	PDGFRA	0.014452059	Co-localization	Johnson-Shoemaker-2003
PRKACA	ATP2A2	0.010431187	Co-localization	Johnson-Shoemaker-2003
PRKACA	TNNC1	0.008720312	Co-localization	Johnson-Shoemaker-2003
CALM1	CALM3	0.0059585823	Co-localization	Johnson-Shoemaker-2003
CALM1	CAMK2D	0.012138809	Co-localization	Johnson-Shoemaker-2003
CALM1	PPP3CB	0.007156763	Co-localization	Johnson-Shoemaker-2003
CALM1	ERBB4	0.016319897	Co-localization	Johnson-Shoemaker-2003
CALM1	CAMK2B	0.0031178372	Co-localization	Johnson-Shoemaker-2003
CALM1	PRKACB	0.008146165	Co-localization	Johnson-Shoemaker-2003
EGFR	P2RX4	0.0076971906	Co-localization	Johnson-Shoemaker-2003
GNAL	GRM5	0.019141868	Co-localization	Johnson-Shoemaker-2003
GNAL	ATP2B1	0.010359627	Co-localization	Johnson-Shoemaker-2003
GNAL	PDE1B	0.0138010485	Co-localization	Johnson-Shoemaker-2003
GNAL	HTR2C	0.012002661	Co-localization	Johnson-Shoemaker-2003
GNAL	ITPKA	0.01047791	Co-localization	Johnson-Shoemaker-2003
GNAL	PPP3CA	0.006661494	Co-localization	Johnson-Shoemaker-2003
ADCY6	ERBB3	0.021565488	Co-localization	Johnson-Shoemaker-2003
TOMM40L	SLC8A1	0.022791034	Co-localization	Johnson-Shoemaker-2003
TOMM40L	CAMK2D	0.025614385	Co-localization	Johnson-Shoemaker-2003
TOMM40L	CAMK2B	0.004397235	Co-localization	Johnson-Shoemaker-2003
TAC1	GRM5	0.018062836	Co-localization	Johnson-Shoemaker-2003
TAC1	ATP2B1	0.010209522	Co-localization	Johnson-Shoemaker-2003
TAC1	PDE1B	0.01530407	Co-localization	Johnson-Shoemaker-2003
TAC1	HTR2C	0.01134776	Co-localization	Johnson-Shoemaker-2003
TAC1	ITPKA	0.012046234	Co-localization	Johnson-Shoemaker-2003
TAC1	DRD1	0.015517318	Co-localization	Johnson-Shoemaker-2003
TAC1	NOS1	0.018006641	Co-localization	Johnson-Shoemaker-2003
TAC1	PPP3CA	0.006969153	Co-localization	Johnson-Shoemaker-2003
TAC1	GNAL	0.014721557	Co-localization	Johnson-Shoemaker-2003
CCK	CACNA1I	0.023261474	Co-localization	Johnson-Shoemaker-2003
CCK	HTR2A	0.01101469	Co-localization	Johnson-Shoemaker-2003
CCK	CAMK2A	0.006956552	Co-localization	Johnson-Shoemaker-2003
CYCS	VDAC1	0.007180853	Co-localization	Johnson-Shoemaker-2003
CYCS	VDAC2	0.011268375	Co-localization	Johnson-Shoemaker-2003
TAC3	EGFR	0.010490372	Co-localization	Johnson-Shoemaker-2003
GUCY1A2	ADRB3	0.026087794	Co-localization	Johnson-Shoemaker-2003
GUCY1A2	HTR2C	0.010546484	Co-localization	Johnson-Shoemaker-2003
GUCY1A2	ADRA1D	0.011620221	Co-localization	Johnson-Shoemaker-2003
GRIA1	CALM3	0.006452062	Co-localization	Johnson-Shoemaker-2003
GRIA1	CACNA1I	0.011571518	Co-localization	Johnson-Shoemaker-2003
GRIA1	CACNA1E	0.020308083	Co-localization	Johnson-Shoemaker-2003
GRIA1	CACNA1B	0.02012302	Co-localization	Johnson-Shoemaker-2003
GRIA1	GNAQ	0.016598219	Co-localization	Johnson-Shoemaker-2003
GRIA1	ERBB4	0.019101648	Co-localization	Johnson-Shoemaker-2003
GRIA1	CAMK2B	0.003293062	Co-localization	Johnson-Shoemaker-2003
GRIA1	PPP3CA	0.0061809784	Co-localization	Johnson-Shoemaker-2003
GRIA1	PRKACB	0.009569544	Co-localization	Johnson-Shoemaker-2003
GUCY1A3	PDGFRA	0.026418881	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	SPHK2	0.011018771	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	GRM5	0.012963229	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	ATP2B1	0.008033686	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	PDE1B	0.008152691	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	HTR2C	0.008068302	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	CAMK2B	0.0027440304	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	PPP3CA	0.0052132322	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	GNAL	0.009088008	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	TAC1	0.008951786	Co-localization	Johnson-Shoemaker-2003
GUCY1B3	GUCY1A2	0.011593346	Co-localization	Johnson-Shoemaker-2003
GRIA2	CACNA1E	0.017104989	Co-localization	Johnson-Shoemaker-2003
GRIA2	CACNA1B	0.017714871	Co-localization	Johnson-Shoemaker-2003
GRIA2	ATP2B1	0.00884692	Co-localization	Johnson-Shoemaker-2003
GRIA2	PLCB1	0.012779832	Co-localization	Johnson-Shoemaker-2003
GRIA2	CAMK2B	0.0031459336	Co-localization	Johnson-Shoemaker-2003
GRIA2	CAMK2A	0.00516131	Co-localization	Johnson-Shoemaker-2003
GRIA2	PPP3CA	0.006020291	Co-localization	Johnson-Shoemaker-2003
GRIA2	PRKCB	0.008865436	Co-localization	Johnson-Shoemaker-2003
GRIA2	PRKACB	0.008906943	Co-localization	Johnson-Shoemaker-2003
GRIA2	GRIA1	0.009917008	Co-localization	Johnson-Shoemaker-2003
GNAZ	P2RX7	0.0025208816	Co-localization	Johnson-Shoemaker-2003
GNAZ	CALM3	0.002103424	Co-localization	Johnson-Shoemaker-2003
GNAZ	TRPC1	0.0046417075	Co-localization	Johnson-Shoemaker-2003
GNAZ	HTR2A	0.0028309666	Co-localization	Johnson-Shoemaker-2003
GNAZ	ERBB4	0.0055892947	Co-localization	Johnson-Shoemaker-2003
GNAZ	PRKCA	0.0054982565	Co-localization	Johnson-Shoemaker-2003
GNAZ	PRKACB	0.0031195018	Co-localization	Johnson-Shoemaker-2003
GNAZ	CALM1	0.0027217497	Co-localization	Johnson-Shoemaker-2003
PLCG2	ERBB2	0.12763703	Co-localization	Chen-Huang-2014
GNAS	ADCY2	1	Co-localization	Chen-Huang-2014
PTK2B	ERBB2	0.36810502	Co-localization	Chen-Huang-2014
PLCG1	PDGFRA	0.11946123	Co-localization	Chen-Huang-2014
PLCG1	PLCG2	0.21897578	Co-localization	Chen-Huang-2014
ERBB3	ERBB2	0.36810502	Co-localization	Chen-Huang-2014
EGFR	ERBB2	0.05245836	Co-localization	Chen-Huang-2014
EGFR	PLCG2	0.16388692	Co-localization	Chen-Huang-2014
SLC8A3	BST1	0.00043411826	Genetic Interactions	Lin-Smith-2010
P2RX5	SLC8A3	0.0006579059	Genetic Interactions	Lin-Smith-2010
ADCY2	BST1	0.00043339963	Genetic Interactions	Lin-Smith-2010
CD38	ADCY2	0.00061508344	Genetic Interactions	Lin-Smith-2010
ADCY8	BST1	0.0007901597	Genetic Interactions	Lin-Smith-2010
HRH2	BST1	0.0007863078	Genetic Interactions	Lin-Smith-2010
PDE1C	CYSLTR2	0.0030367842	Genetic Interactions	Lin-Smith-2010
CALML6	BST1	0.0029705183	Genetic Interactions	Lin-Smith-2010
CALML6	ADCY2	0.0027197583	Genetic Interactions	Lin-Smith-2010
CALML6	PDE1C	0.0065361774	Genetic Interactions	Lin-Smith-2010
PDE1A	CHRNA7	0.00072192715	Genetic Interactions	Lin-Smith-2010
PDE1A	ADCY2	0.0005007994	Genetic Interactions	Lin-Smith-2010
ADCY1	ADCY2	0.0005532315	Genetic Interactions	Lin-Smith-2010
ADCY1	CD38	0.0008575399	Genetic Interactions	Lin-Smith-2010
ADCY1	ADCY8	0.0010086332	Genetic Interactions	Lin-Smith-2010
ADCY1	PDE1A	0.0006982069	Genetic Interactions	Lin-Smith-2010
RYR3	ADCY2	0.0002811483	Genetic Interactions	Lin-Smith-2010
RYR3	CD38	0.00043579563	Genetic Interactions	Lin-Smith-2010
ATP2B3	PDE1A	0.0006608618	Genetic Interactions	Lin-Smith-2010
PTGER3	BST1	0.0005336625	Genetic Interactions	Lin-Smith-2010
PTGER3	ADCY8	0.0008908224	Genetic Interactions	Lin-Smith-2010
RYR2	P2RX4	0.0007766828	Genetic Interactions	Lin-Smith-2010
RYR2	CD38	0.0006965491	Genetic Interactions	Lin-Smith-2010
SLC8A2	BST1	0.0007920291	Genetic Interactions	Lin-Smith-2010
PHKA1	CD38	0.0027574017	Genetic Interactions	Lin-Smith-2010
PHKA1	RYR2	0.002014514	Genetic Interactions	Lin-Smith-2010
ITPR2	ADCY2	0.00047941337	Genetic Interactions	Lin-Smith-2010
