"Entity.1","Entity.2","Weight","Network.group","Network","source","target"
"EXOC3L2","NKPD1",0.00094653055,"Co-expression","Kang-Willman-2010",31,62
"EXOC3L2","SCARA3",0.0027472915,"Co-expression","Kang-Willman-2010",31,56
"EXOC3L2","PVR",0.0029673749,"Co-expression","Kang-Willman-2010",31,38
"EXOC3L2","BCAM",0.0022949711,"Co-expression","Kang-Willman-2010",31,58
"EXOC3L2","EPHA1",0.0016305619,"Co-expression","Kang-Willman-2010",31,39
"EXOC3L2","MS4A2",0.0026751382,"Co-expression","Kang-Willman-2010",31,53
"DMWD","EXOC3L2",0.0026544514,"Co-expression","Kang-Willman-2010",42,31
"APOC1","EXOC3L2",0.0021526304,"Co-expression","Kang-Willman-2010",43,31
"APOE","EXOC3L2",0.0021087013,"Co-expression","Kang-Willman-2010",2,31
"CLASRP","MARK4",0.010528317,"Co-expression","Kang-Willman-2010",44,46
"HLA-DRB1","HLA-DQA1",0.03293165,"Co-expression","Kang-Willman-2010",7,40
"CLPTM1","CLASRP",0.0094832415,"Co-expression","Kang-Willman-2010",26,44
"HMHA1","PTK2B",0.00914542,"Co-expression","Kang-Willman-2010",8,45
"TOMM40","TRAPPC6A",0.012520747,"Co-expression","Kang-Willman-2010",27,25
"RELB","CLASRP",0.0042973566,"Co-expression","Kang-Willman-2010",9,44
"RELB","BCL3",0.00900599,"Co-expression","Kang-Willman-2010",9,4
"RELB","CLPTM1",0.0062367427,"Co-expression","Kang-Willman-2010",9,26
"APOA1","EXOC3L2",0.0021863224,"Co-expression","Kang-Willman-2010",32,31
"APOC4-APOC2","EXOC3L2",0.0013924086,"Co-expression","Kang-Willman-2010",33,31
"CLUL1","EXOC3L2",0.001252509,"Co-expression","Kang-Willman-2010",10,31
"HLA-DPB1","HLA-DQA1",0.025497803,"Co-expression","Kang-Willman-2010",11,40
"HLA-DPB1","HLA-DRB1",0.028345948,"Co-expression","Kang-Willman-2010",11,7
"C1QB","CR1L",0.01729135,"Co-expression","Kang-Willman-2010",12,63
"HLA-DRA","HLA-DQA1",0.02511661,"Co-expression","Kang-Willman-2010",13,40
"HLA-DRA","HLA-DRB1",0.033606768,"Co-expression","Kang-Willman-2010",13,7
"HLA-DRA","HLA-DPB1",0.026184153,"Co-expression","Kang-Willman-2010",13,11
"HLA-DMA","HLA-DQA1",0.026732696,"Co-expression","Kang-Willman-2010",14,40
"HLA-DMA","HLA-DRB1",0.0366566,"Co-expression","Kang-Willman-2010",14,7
"HLA-DMA","HLA-DPB1",0.029938463,"Co-expression","Kang-Willman-2010",14,11
"HLA-DMA","HLA-DRA",0.032669477,"Co-expression","Kang-Willman-2010",14,13
"HLA-DMB","HLA-DQA1",0.027817454,"Co-expression","Kang-Willman-2010",15,40
"HLA-DMB","HLA-DRB1",0.028999738,"Co-expression","Kang-Willman-2010",15,7
"HLA-DMB","HLA-DPB1",0.022969963,"Co-expression","Kang-Willman-2010",15,11
"HLA-DMB","HLA-DRA",0.02347717,"Co-expression","Kang-Willman-2010",15,13
"HLA-DMB","HLA-DMA",0.029564148,"Co-expression","Kang-Willman-2010",15,14
"HLA-DQB1","HLA-DQA1",0.043392465,"Co-expression","Kang-Willman-2010",16,40
"HLA-DQB1","HLA-DRB1",0.032509368,"Co-expression","Kang-Willman-2010",16,7
"HLA-DQB1","HLA-DPB1",0.026320431,"Co-expression","Kang-Willman-2010",16,11
"HLA-DQB1","HLA-DRA",0.023887778,"Co-expression","Kang-Willman-2010",16,13
"HLA-DQB1","HLA-DMA",0.026306916,"Co-expression","Kang-Willman-2010",16,14
"HLA-DQB1","HLA-DMB",0.02369955,"Co-expression","Kang-Willman-2010",16,15
"APOC3","CEACAM19",0.008299642,"Co-expression","Kang-Willman-2010",24,37
"MS4A6A","MS4A4A",0.01490107,"Co-expression","Chen-Brown-2002",17,30
"APOC1","EPHA1",0.0058956463,"Co-expression","Chen-Brown-2002",43,39
"APOC2","BCAM",0.006598013,"Co-expression","Chen-Brown-2002",20,58
"APOC2","EPHA1",0.0043138238,"Co-expression","Chen-Brown-2002",20,39
"APOC2","APOC1",0.0033978347,"Co-expression","Chen-Brown-2002",20,43
"APOE","APOC2",0.0030787636,"Co-expression","Chen-Brown-2002",2,20
"HLA-DQA1","MS4A4A",0.009638243,"Co-expression","Chen-Brown-2002",40,30
"HLA-DQA1","MS4A6A",0.008940224,"Co-expression","Chen-Brown-2002",40,17
"PTK2B","HLA-DQA1",0.007779206,"Co-expression","Chen-Brown-2002",45,40
"HLA-DRB1","MS4A4A",0.011720667,"Co-expression","Chen-Brown-2002",7,30
"HLA-DRB1","MS4A6A",0.010611943,"Co-expression","Chen-Brown-2002",7,17
"HLA-DRB1","HLA-DQA1",0.0083587235,"Co-expression","Chen-Brown-2002",7,40
"APOA1","BCAM",0.0063823243,"Co-expression","Chen-Brown-2002",32,58
"APOA1","EPHA1",0.004318782,"Co-expression","Chen-Brown-2002",32,39
"APOA1","APOC1",0.0034512994,"Co-expression","Chen-Brown-2002",32,43
"APOA1","APOC2",0.002266952,"Co-expression","Chen-Brown-2002",32,20
"APOA1","APOE",0.0033386857,"Co-expression","Chen-Brown-2002",32,2
"HLA-DPB1","MS4A4A",0.007921383,"Co-expression","Chen-Brown-2002",11,30
"HLA-DPB1","MS4A6A",0.007025796,"Co-expression","Chen-Brown-2002",11,17
"HLA-DPB1","HLA-DQA1",0.005935064,"Co-expression","Chen-Brown-2002",11,40
"HLA-DPB1","HLA-DRB1",0.007804837,"Co-expression","Chen-Brown-2002",11,7
"APOA4","APOA1",0.0056416197,"Co-expression","Chen-Brown-2002",22,32
"C1QB","MS4A4A",0.009674064,"Co-expression","Chen-Brown-2002",12,30
"C1QB","MS4A6A",0.009355993,"Co-expression","Chen-Brown-2002",12,17
"C1QB","HLA-DQA1",0.0056677624,"Co-expression","Chen-Brown-2002",12,40
"C1QB","HLA-DRB1",0.007234261,"Co-expression","Chen-Brown-2002",12,7
"C1QB","HLA-DPB1",0.005083609,"Co-expression","Chen-Brown-2002",12,11
"HLA-DRA","MS4A4A",0.012512649,"Co-expression","Chen-Brown-2002",13,30
"HLA-DRA","HLA-DQA1",0.010274834,"Co-expression","Chen-Brown-2002",13,40
"HLA-DRA","HLA-DRB1",0.014689474,"Co-expression","Chen-Brown-2002",13,7
"HLA-DRA","HLA-DPB1",0.008092322,"Co-expression","Chen-Brown-2002",13,11
"HLA-DMA","MS4A4A",0.01362032,"Co-expression","Chen-Brown-2002",14,30
"HLA-DMA","MS4A6A",0.0139975,"Co-expression","Chen-Brown-2002",14,17
"HLA-DMA","HLA-DQA1",0.009885412,"Co-expression","Chen-Brown-2002",14,40
"HLA-DMA","HLA-DRB1",0.015033763,"Co-expression","Chen-Brown-2002",14,7
"HLA-DMA","HLA-DPB1",0.008510135,"Co-expression","Chen-Brown-2002",14,11
"HLA-DMA","HLA-DRA",0.0182231,"Co-expression","Chen-Brown-2002",14,13
"HLA-DQB1","MS4A4A",0.007993277,"Co-expression","Chen-Brown-2002",16,30
"HLA-DQB1","MS4A6A",0.0071282904,"Co-expression","Chen-Brown-2002",16,17
"HLA-DQB1","HLA-DQA1",0.0059636463,"Co-expression","Chen-Brown-2002",16,40
"HLA-DQB1","HLA-DRB1",0.008482865,"Co-expression","Chen-Brown-2002",16,7
"HLA-DQB1","HLA-DPB1",0.0051968982,"Co-expression","Chen-Brown-2002",16,11
"HLA-DQB1","C1QB",0.0050390074,"Co-expression","Chen-Brown-2002",16,12
"HLA-DQB1","HLA-DRA",0.00898586,"Co-expression","Chen-Brown-2002",16,13
"HLA-DQB1","HLA-DMA",0.009384406,"Co-expression","Chen-Brown-2002",16,14
"APOC3","APOC1",0.0033011034,"Co-expression","Chen-Brown-2002",24,43
"APOC3","APOC2",0.0022134297,"Co-expression","Chen-Brown-2002",24,20
"APOC3","APOE",0.0034306059,"Co-expression","Chen-Brown-2002",24,2
"APOC3","APOA1",0.002438341,"Co-expression","Chen-Brown-2002",24,32
"APOC3","APOC4-APOC2",0.0033958007,"Co-expression","Chen-Brown-2002",24,33
"MS4A7","MS4A4A",0.017318493,"Co-expression","Chen-Brown-2002",35,30
"MS4A7","MS4A6A",0.016167585,"Co-expression","Chen-Brown-2002",35,17
"MS4A7","HLA-DQA1",0.011293365,"Co-expression","Chen-Brown-2002",35,40
"MS4A7","HLA-DRB1",0.012349562,"Co-expression","Chen-Brown-2002",35,7
"MS4A7","HLA-DPB1",0.008298554,"Co-expression","Chen-Brown-2002",35,11
"MS4A7","C1QB",0.01008444,"Co-expression","Chen-Brown-2002",35,12
"MS4A7","HLA-DRA",0.015588327,"Co-expression","Chen-Brown-2002",35,13
"MS4A7","HLA-DMA",0.015487444,"Co-expression","Chen-Brown-2002",35,14
"MS4A7","HLA-DQB1",0.008715388,"Co-expression","Chen-Brown-2002",35,16
"MARK4","CEACAM19",0.018725896,"Co-expression","Mallon-McKay-2013",46,37
"MS4A6A","MS4A4A",0.008444988,"Co-expression","Mallon-McKay-2013",17,30
"SORL1","CBLC",0.018020486,"Co-expression","Mallon-McKay-2013",47,65
"FBXO46","YLPM1",0.014192764,"Co-expression","Mallon-McKay-2013",19,57
"DSG2","PVRL2",0.012933364,"Co-expression","Mallon-McKay-2013",48,50
"APOE","APOC1",0.015264783,"Co-expression","Mallon-McKay-2013",2,43
"HLA-DRB1","MS4A2",0.012709138,"Co-expression","Mallon-McKay-2013",7,53
"HLA-DRB1","HLA-DQA1",0.015410026,"Co-expression","Mallon-McKay-2013",7,40
"APOA1","APOC1",0.012121489,"Co-expression","Mallon-McKay-2013",32,43
"APOA1","APOC2",0.012511285,"Co-expression","Mallon-McKay-2013",32,20
"APOA1","APOE",0.010258142,"Co-expression","Mallon-McKay-2013",32,2
"CLUL1","CLU",0.022915108,"Co-expression","Mallon-McKay-2013",10,18
"APOA5","APOC2",0.015093269,"Co-expression","Mallon-McKay-2013",34,20
"SFSWAP","CLASRP",0.019088682,"Co-expression","Mallon-McKay-2013",21,44
"HLA-DPB1","HLA-DQA1",0.0146237025,"Co-expression","Mallon-McKay-2013",11,40
"HLA-DPB1","HLA-DRB1",0.009185732,"Co-expression","Mallon-McKay-2013",11,7
"APOA4","IGSF23",0.022627346,"Co-expression","Mallon-McKay-2013",22,61
"APOA4","APOC2",0.02208014,"Co-expression","Mallon-McKay-2013",22,20
"APOA4","APOA1",0.011265367,"Co-expression","Mallon-McKay-2013",22,32
"CRTAM","MS4A2",0.015073371,"Co-expression","Mallon-McKay-2013",23,53
"CRTAM","HLA-DQA1",0.01858272,"Co-expression","Mallon-McKay-2013",23,40
"CRTAM","HLA-DRB1",0.010722201,"Co-expression","Mallon-McKay-2013",23,7
"CRTAM","HLA-DPB1",0.010637115,"Co-expression","Mallon-McKay-2013",23,11
"C1QB","MS4A4A",0.0073666824,"Co-expression","Mallon-McKay-2013",12,30
"C1QB","MS4A6A",0.006803231,"Co-expression","Mallon-McKay-2013",12,17
"KIDINS220","FCF1",0.010339033,"Co-expression","Mallon-McKay-2013",29,66
"HLA-DRA","MS4A4A",0.008598256,"Co-expression","Mallon-McKay-2013",13,30
"HLA-DRA","HLA-DQA1",0.014366957,"Co-expression","Mallon-McKay-2013",13,40
"HLA-DRA","HLA-DRB1",0.009299378,"Co-expression","Mallon-McKay-2013",13,7
"HLA-DRA","HLA-DPB1",0.00869416,"Co-expression","Mallon-McKay-2013",13,11
"HLA-DRA","CRTAM",0.010288238,"Co-expression","Mallon-McKay-2013",13,23
"HLA-DMA","MS4A2",0.011842458,"Co-expression","Mallon-McKay-2013",14,53
"HLA-DMA","HLA-DQA1",0.014229593,"Co-expression","Mallon-McKay-2013",14,40
"HLA-DMA","HLA-DRB1",0.009407772,"Co-expression","Mallon-McKay-2013",14,7
"HLA-DMA","HLA-DPB1",0.008606326,"Co-expression","Mallon-McKay-2013",14,11
"HLA-DMA","CRTAM",0.009831251,"Co-expression","Mallon-McKay-2013",14,23
"HLA-DMA","HLA-DRA",0.008544525,"Co-expression","Mallon-McKay-2013",14,13
"HLA-DMB","HLA-DQA1",0.020881511,"Co-expression","Mallon-McKay-2013",15,40
"HLA-DMB","HLA-DRB1",0.013008666,"Co-expression","Mallon-McKay-2013",15,7
"HLA-DMB","HLA-DPB1",0.01241929,"Co-expression","Mallon-McKay-2013",15,11
"HLA-DMB","CRTAM",0.015014415,"Co-expression","Mallon-McKay-2013",15,23
"HLA-DMB","HLA-DRA",0.012245637,"Co-expression","Mallon-McKay-2013",15,13
"HLA-DMB","HLA-DMA",0.012249872,"Co-expression","Mallon-McKay-2013",15,14
"HLA-DQB1","HLA-DRB1",0.014867594,"Co-expression","Mallon-McKay-2013",16,7
"HLA-DQB1","HLA-DPB1",0.013823036,"Co-expression","Mallon-McKay-2013",16,11
"HLA-DQB1","CRTAM",0.017746912,"Co-expression","Mallon-McKay-2013",16,23
"HLA-DQB1","HLA-DRA",0.013565026,"Co-expression","Mallon-McKay-2013",16,13
"HLA-DQB1","HLA-DMA",0.013871702,"Co-expression","Mallon-McKay-2013",16,14
"HLA-DQB1","HLA-DMB",0.019988414,"Co-expression","Mallon-McKay-2013",16,15
"APOC3","APOC2",0.021007515,"Co-expression","Mallon-McKay-2013",24,20
"APOC3","APOA1",0.010429403,"Co-expression","Mallon-McKay-2013",24,32
"APOC3","APOA5",0.013366764,"Co-expression","Mallon-McKay-2013",24,34
"APOC3","APOA4",0.015387161,"Co-expression","Mallon-McKay-2013",24,22
"MS4A7","MS4A6A",0.006660162,"Co-expression","Mallon-McKay-2013",35,17
"MS4A7","C1QB",0.006513592,"Co-expression","Mallon-McKay-2013",35,12
"FBXO46","PVR",0.00912606,"Co-expression","Smirnov-Cheung-2009",19,38
"CLASRP","YLPM1",0.011975509,"Co-expression","Smirnov-Cheung-2009",44,57
"BCL3","TRAPPC6A",0.010580768,"Co-expression","Smirnov-Cheung-2009",4,25
"CD33","DSG2",0.017657043,"Co-expression","Smirnov-Cheung-2009",5,48
"HLA-DRB1","PVRL2",0.004889319,"Co-expression","Smirnov-Cheung-2009",7,50
"HLA-DRB1","FBXO46",0.0017896256,"Co-expression","Smirnov-Cheung-2009",7,19
"HLA-DRB1","APOC1",0.0068438957,"Co-expression","Smirnov-Cheung-2009",7,43
"HLA-DRB1","TRAPPC6A",0.0025183172,"Co-expression","Smirnov-Cheung-2009",7,25
"HLA-DRB1","BCL3",0.005407008,"Co-expression","Smirnov-Cheung-2009",7,4
"TOMM40","CLPTM1",0.001416415,"Co-expression","Smirnov-Cheung-2009",27,26
"RELB","BCL3",0.015140078,"Co-expression","Smirnov-Cheung-2009",9,4
"SFSWAP","CLASRP",0.013645045,"Co-expression","Smirnov-Cheung-2009",21,44
"HLA-DPB1","TRAPPC6A",0.008569723,"Co-expression","Smirnov-Cheung-2009",11,25
"C1QB","CD33",0.027640851,"Co-expression","Smirnov-Cheung-2009",12,5
"HLA-DRA","HLA-DPB1",0.014954853,"Co-expression","Smirnov-Cheung-2009",13,11
"HLA-DMA","HLA-DPB1",0.015803766,"Co-expression","Smirnov-Cheung-2009",14,11
"HLA-DMA","CRTAM",0.010628061,"Co-expression","Smirnov-Cheung-2009",14,23
"HLA-DMA","HLA-DRA",0.009133713,"Co-expression","Smirnov-Cheung-2009",14,13
"HLA-DMB","HLA-DPB1",0.012373933,"Co-expression","Smirnov-Cheung-2009",15,11
"HLA-DMB","CRTAM",0.009291421,"Co-expression","Smirnov-Cheung-2009",15,23
"HLA-DMB","HLA-DRA",0.006759254,"Co-expression","Smirnov-Cheung-2009",15,13
"HLA-DMB","HLA-DMA",0.010621931,"Co-expression","Smirnov-Cheung-2009",15,14
"HLA-DQB1","HLA-DQA1",0.050547685,"Co-expression","Smirnov-Cheung-2009",16,40
"HLA-DQB1","HLA-DPB1",0.018253496,"Co-expression","Smirnov-Cheung-2009",16,11
"HLA-DQB1","HLA-DRA",0.008573906,"Co-expression","Smirnov-Cheung-2009",16,13
"HLA-DQB1","HLA-DMA",0.011900767,"Co-expression","Smirnov-Cheung-2009",16,14
"HLA-DQB1","HLA-DMB",0.010859346,"Co-expression","Smirnov-Cheung-2009",16,15
"PICALM","MS4A6A",0.009218338,"Co-expression","Bahr-Bowler-2013",49,17
"BIN1","DMWD",0.009837004,"Co-expression","Bahr-Bowler-2013",3,42
"TRAPPC6A","BIN1",0.009294231,"Co-expression","Bahr-Bowler-2013",25,3
"CD33","MS4A6A",0.0059312577,"Co-expression","Bahr-Bowler-2013",5,17
"HMHA1","ABCA7",0.01202375,"Co-expression","Bahr-Bowler-2013",8,60
"RELB","CLASRP",0.01455374,"Co-expression","Bahr-Bowler-2013",9,44
"RELB","BCL3",0.013467204,"Co-expression","Bahr-Bowler-2013",9,4
"SFSWAP","CLASRP",0.014636876,"Co-expression","Bahr-Bowler-2013",21,44
"HLA-DPB1","HLA-DRB1",0.02465583,"Co-expression","Bahr-Bowler-2013",11,7
"HLA-DRA","HLA-DRB1",0.019208128,"Co-expression","Bahr-Bowler-2013",13,7
"HLA-DRA","HLA-DPB1",0.023748344,"Co-expression","Bahr-Bowler-2013",13,11
"HLA-DMA","HLA-DRB1",0.021482294,"Co-expression","Bahr-Bowler-2013",14,7
"HLA-DMA","RELB",0.017795492,"Co-expression","Bahr-Bowler-2013",14,9
"HLA-DMA","HLA-DPB1",0.026637817,"Co-expression","Bahr-Bowler-2013",14,11
"HLA-DMA","HLA-DRA",0.020984234,"Co-expression","Bahr-Bowler-2013",14,13
"HLA-DMB","MS4A6A",0.008648782,"Co-expression","Bahr-Bowler-2013",15,17
"HLA-DMB","CD33",0.011173397,"Co-expression","Bahr-Bowler-2013",15,5
"HLA-DMB","HLA-DPB1",0.024820413,"Co-expression","Bahr-Bowler-2013",15,11
"HLA-DMB","HLA-DRA",0.020338915,"Co-expression","Bahr-Bowler-2013",15,13
"HLA-DMB","HLA-DMA",0.022496812,"Co-expression","Bahr-Bowler-2013",15,14
"HLA-DQB1","HLA-DRA",0.014951838,"Co-expression","Bahr-Bowler-2013",16,13
"HLA-DQB1","HLA-DMA",0.01530188,"Co-expression","Bahr-Bowler-2013",16,14
"MS4A7","MS4A4A",0.016992293,"Co-expression","Bahr-Bowler-2013",35,30
"PTK2B","HLA-DQA1",0.015302026,"Co-expression","Alizadeh-Staudt-2000",45,40
"HLA-DRB1","HLA-DQA1",0.032134626,"Co-expression","Alizadeh-Staudt-2000",7,40
"HMHA1","BIN1",0.014269826,"Co-expression","Alizadeh-Staudt-2000",8,3
"SFSWAP","DMWD",0.015688486,"Co-expression","Alizadeh-Staudt-2000",21,42
"HLA-DPB1","HLA-DQA1",0.029391928,"Co-expression","Alizadeh-Staudt-2000",11,40
"HLA-DPB1","PTK2B",0.014890475,"Co-expression","Alizadeh-Staudt-2000",11,45
"HLA-DPB1","HLA-DRB1",0.026827872,"Co-expression","Alizadeh-Staudt-2000",11,7
"HLA-DRA","HLA-DQA1",0.034252137,"Co-expression","Alizadeh-Staudt-2000",13,40
"HLA-DRA","PTK2B",0.016755754,"Co-expression","Alizadeh-Staudt-2000",13,45
"HLA-DRA","HLA-DRB1",0.029630113,"Co-expression","Alizadeh-Staudt-2000",13,7
"HLA-DRA","HLA-DPB1",0.02823002,"Co-expression","Alizadeh-Staudt-2000",13,11
"HLA-DMA","HLA-DQA1",0.020508457,"Co-expression","Alizadeh-Staudt-2000",14,40
"HLA-DMA","HLA-DRB1",0.018980699,"Co-expression","Alizadeh-Staudt-2000",14,7
"HLA-DMA","HLA-DPB1",0.01878139,"Co-expression","Alizadeh-Staudt-2000",14,11
"HLA-DMA","HLA-DRA",0.020301221,"Co-expression","Alizadeh-Staudt-2000",14,13
"HLA-DMB","HLA-DQA1",0.020821892,"Co-expression","Alizadeh-Staudt-2000",15,40
"HLA-DMB","HLA-DRB1",0.019286491,"Co-expression","Alizadeh-Staudt-2000",15,7
"HLA-DMB","HLA-DPB1",0.019394232,"Co-expression","Alizadeh-Staudt-2000",15,11
"HLA-DMB","HLA-DRA",0.021164412,"Co-expression","Alizadeh-Staudt-2000",15,13
"HLA-DMB","HLA-DMA",0.01695021,"Co-expression","Alizadeh-Staudt-2000",15,14
"HLA-DQB1","HLA-DQA1",0.038126715,"Co-expression","Alizadeh-Staudt-2000",16,40
"HLA-DQB1","PTK2B",0.017248968,"Co-expression","Alizadeh-Staudt-2000",16,45
"HLA-DQB1","HLA-DRB1",0.032988716,"Co-expression","Alizadeh-Staudt-2000",16,7
"HLA-DQB1","HLA-DPB1",0.029120108,"Co-expression","Alizadeh-Staudt-2000",16,11
"HLA-DQB1","HLA-DRA",0.032237537,"Co-expression","Alizadeh-Staudt-2000",16,13
"HLA-DQB1","HLA-DMA",0.021257292,"Co-expression","Alizadeh-Staudt-2000",16,14
"HLA-DQB1","HLA-DMB",0.021008328,"Co-expression","Alizadeh-Staudt-2000",16,15
"MS4A7","CR1",0.01388871,"Co-expression","Alizadeh-Staudt-2000",35,52
"MS4A7","HLA-DRB1",0.014424101,"Co-expression","Alizadeh-Staudt-2000",35,7
"PVRL2","PPP1R37",0.0055168034,"Co-expression","Wu-Garvey-2007",50,64
"APOE","PVRL2",0.004999568,"Co-expression","Wu-Garvey-2007",2,50
"TRAPPC6A","FBXO46",0.013557949,"Co-expression","Wu-Garvey-2007",25,19
"BCL3","DMWD",0.009047626,"Co-expression","Wu-Garvey-2007",4,42
"CD2AP","PICALM",0.004356553,"Co-expression","Wu-Garvey-2007",6,49
"TOMM40","TRAPPC6A",0.012789182,"Co-expression","Wu-Garvey-2007",27,25
"RELB","APOE",0.0057292203,"Co-expression","Wu-Garvey-2007",9,2
"SFSWAP","FBXO46",0.017492905,"Co-expression","Wu-Garvey-2007",21,19
"SFSWAP","TOMM40",0.0120205125,"Co-expression","Wu-Garvey-2007",21,27
"HLA-DMB","HLA-DMA",0.013159522,"Co-expression","Wu-Garvey-2007",15,14
"APOC3","BCAM",0.007805752,"Co-expression","Wu-Garvey-2007",24,58
"CLU","SCARA3",0.0044937497,"Co-expression","Gysin-McMahon-2012",18,56
"CLASRP","TRAPPC6A",0.008157147,"Co-expression","Gysin-McMahon-2012",44,25
"CD33","BCAM",0.0053467816,"Co-expression","Gysin-McMahon-2012",5,58
"CLPTM1","FBXO46",0.014145171,"Co-expression","Gysin-McMahon-2012",26,19
"RELB","PVRL2",0.01603189,"Co-expression","Gysin-McMahon-2012",9,50
"HLA-DPB1","HLA-DRB1",0.0205535,"Co-expression","Gysin-McMahon-2012",11,7
"CD226","CLUL1",0.010215899,"Co-expression","Gysin-McMahon-2012",41,10
"C1QB","APOC4-APOC2",0.008225564,"Co-expression","Gysin-McMahon-2012",12,33
"HLA-DRA","HLA-DRB1",0.02269614,"Co-expression","Gysin-McMahon-2012",13,7
"HLA-DRA","HLA-DPB1",0.021735482,"Co-expression","Gysin-McMahon-2012",13,11
"HLA-DMA","HLA-DRB1",0.008652587,"Co-expression","Gysin-McMahon-2012",14,7
"HLA-DMA","HLA-DRA",0.009038577,"Co-expression","Gysin-McMahon-2012",14,13
"CLU","BCAM",0.008244229,"Co-expression","Rieger-Chu-2004",18,58
"CD2AP","SORL1",0.0061491914,"Co-expression","Rieger-Chu-2004",6,47
"PTK2B","PVRL2",0.008333833,"Co-expression","Rieger-Chu-2004",45,50
"PTK2B","FBXO46",0.008192693,"Co-expression","Rieger-Chu-2004",45,19
"CLPTM1","BCL3",0.0048654005,"Co-expression","Rieger-Chu-2004",26,4
"SFSWAP","TOMM40",0.005836203,"Co-expression","Rieger-Chu-2004",21,27
"HLA-DPB1","HLA-DQA1",0.013730393,"Co-expression","Rieger-Chu-2004",11,40
"KIDINS220","CD2AP",0.0030720697,"Co-expression","Rieger-Chu-2004",29,6
"HLA-DRA","HLA-DQA1",0.012931262,"Co-expression","Rieger-Chu-2004",13,40
"HLA-DRA","APOA1",0.0049182563,"Co-expression","Rieger-Chu-2004",13,32
"HLA-DRA","HLA-DPB1",0.017922534,"Co-expression","Rieger-Chu-2004",13,11
"HLA-DMA","HLA-DQA1",0.015649013,"Co-expression","Rieger-Chu-2004",14,40
"HLA-DMA","HLA-DPB1",0.016481133,"Co-expression","Rieger-Chu-2004",14,11
"HLA-DMA","HLA-DRA",0.009381051,"Co-expression","Rieger-Chu-2004",14,13
"HLA-DMB","HLA-DQA1",0.013864428,"Co-expression","Rieger-Chu-2004",15,40
"HLA-DMB","HLA-DPB1",0.017618628,"Co-expression","Rieger-Chu-2004",15,11
"HLA-DMB","CD226",0.015449628,"Co-expression","Rieger-Chu-2004",15,41
"HLA-DMB","HLA-DMA",0.021627596,"Co-expression","Rieger-Chu-2004",15,14
"HLA-DQB1","HLA-DPB1",0.02520035,"Co-expression","Rieger-Chu-2004",16,11
"HLA-DQB1","HLA-DRA",0.016783072,"Co-expression","Rieger-Chu-2004",16,13
"HLA-DQB1","HLA-DMA",0.014180752,"Co-expression","Rieger-Chu-2004",16,14
"HLA-DQB1","HLA-DMB",0.014753823,"Co-expression","Rieger-Chu-2004",16,15
"APOE","CLU",0.030706542,"Co-expression","Cheok-Evans-2003",2,18
"SFSWAP","CLPTM1",0.010807313,"Co-expression","Cheok-Evans-2003",21,26
"HLA-DPB1","HLA-DQA1",0.016242767,"Co-expression","Cheok-Evans-2003",11,40
"APOA4","DMWD",0.008804112,"Co-expression","Cheok-Evans-2003",22,42
"C1QB","RELB",0.025127685,"Co-expression","Cheok-Evans-2003",12,9
"KIDINS220","FBXO46",0.0041785017,"Co-expression","Cheok-Evans-2003",29,19
"KIDINS220","SFSWAP",0.0030829094,"Co-expression","Cheok-Evans-2003",29,21
"HLA-DRA","HLA-DQA1",0.010052518,"Co-expression","Cheok-Evans-2003",13,40
"HLA-DRA","HLA-DPB1",0.009546472,"Co-expression","Cheok-Evans-2003",13,11
"HLA-DMA","HLA-DQA1",0.011446099,"Co-expression","Cheok-Evans-2003",14,40
"HLA-DMA","HLA-DPB1",0.011072155,"Co-expression","Cheok-Evans-2003",14,11
"HLA-DMA","HLA-DRA",0.0072434163,"Co-expression","Cheok-Evans-2003",14,13
"HLA-DMB","HLA-DQA1",0.011800094,"Co-expression","Cheok-Evans-2003",15,40
"HLA-DMB","HLA-DPB1",0.01085579,"Co-expression","Cheok-Evans-2003",15,11
"HLA-DMB","HLA-DRA",0.007091018,"Co-expression","Cheok-Evans-2003",15,13
"HLA-DMB","HLA-DMA",0.008499483,"Co-expression","Cheok-Evans-2003",15,14
"HLA-DQB1","HLA-DPB1",0.018303009,"Co-expression","Cheok-Evans-2003",16,11
"HLA-DQB1","HLA-DRA",0.010939358,"Co-expression","Cheok-Evans-2003",16,13
"HLA-DQB1","HLA-DMA",0.012568519,"Co-expression","Cheok-Evans-2003",16,14
"HLA-DQB1","HLA-DMB",0.012508866,"Co-expression","Cheok-Evans-2003",16,15
"APOC3","CLUL1",0.012472105,"Co-expression","Cheok-Evans-2003",24,10
"CLASRP","DMWD",0.014367842,"Co-expression","Boldrick-Relman-2002",44,42
"HLA-DRB1","HLA-DQA1",0.005672158,"Co-expression","Boldrick-Relman-2002",7,40
"HLA-DPB1","HLA-DQA1",0.0032611878,"Co-expression","Boldrick-Relman-2002",11,40
"HLA-DPB1","HLA-DRB1",0.004778384,"Co-expression","Boldrick-Relman-2002",11,7
"HLA-DRA","HLA-DQA1",0.003968947,"Co-expression","Boldrick-Relman-2002",13,40
"HLA-DRA","HLA-DRB1",0.0060999393,"Co-expression","Boldrick-Relman-2002",13,7
"HLA-DRA","HLA-DPB1",0.0033654184,"Co-expression","Boldrick-Relman-2002",13,11
"HLA-DMA","SORL1",0.008079956,"Co-expression","Boldrick-Relman-2002",14,47
"HLA-DMA","HLA-DQA1",0.0049290108,"Co-expression","Boldrick-Relman-2002",14,40
