Gene 1	Gene 2	Weight	Network group	Network
HPX	C8G	0.0053053913	Co-expression	Roth-Zlotnik-2006
HPX	CFB	0.0107960375	Co-expression	Roth-Zlotnik-2006
HPX	C6	0.006992622	Co-expression	Roth-Zlotnik-2006
HPX	C4BPB	0.005235968	Co-expression	Roth-Zlotnik-2006
HPX	C8B	0.004082502	Co-expression	Roth-Zlotnik-2006
HPX	C4BPA	0.004512889	Co-expression	Roth-Zlotnik-2006
HPX	F10	0.0075084185	Co-expression	Roth-Zlotnik-2006
HPX	C9	0.004253062	Co-expression	Roth-Zlotnik-2006
HPX	C3	0.008562899	Co-expression	Roth-Zlotnik-2006
HPX	C8A	0.003557662	Co-expression	Roth-Zlotnik-2006
HPX	C5	0.0043857675	Co-expression	Roth-Zlotnik-2006
HPX	SERPINA1	0.011956945	Co-expression	Roth-Zlotnik-2006
HPX	F2	0.0037727726	Co-expression	Roth-Zlotnik-2006
HPX	SERPINC1	0.0046117115	Co-expression	Roth-Zlotnik-2006
HPX	KLKB1	0.00396361	Co-expression	Roth-Zlotnik-2006
HPX	CPB2	0.0042195055	Co-expression	Roth-Zlotnik-2006
HPX	F9	0.00449076	Co-expression	Roth-Zlotnik-2006
HPX	APOH	0.00641896	Co-expression	Roth-Zlotnik-2006
HPX	GGCX	0.009295481	Co-expression	Roth-Zlotnik-2006
HPX	SERPINA7	0.006130832	Co-expression	Roth-Zlotnik-2006
HPX	FGL1	0.007605468	Co-expression	Roth-Zlotnik-2006
HPX	CFHR3	0.012605629	Co-expression	Roth-Zlotnik-2006
HPX	ITIH1	0.003482421	Co-expression	Roth-Zlotnik-2006
HPX	AMBP	0.010129737	Co-expression	Roth-Zlotnik-2006
HPX	CP	0.012251038	Co-expression	Roth-Zlotnik-2006
HPX	ITIH3	0.0058001396	Co-expression	Roth-Zlotnik-2006
HP	FGA	0.0093475925	Co-expression	Roth-Zlotnik-2006
HP	FGB	0.0068224063	Co-expression	Roth-Zlotnik-2006
HP	PROS1	0.0058319224	Co-expression	Roth-Zlotnik-2006
HP	FGG	0.0040570297	Co-expression	Roth-Zlotnik-2006
HP	C2	0.0078117647	Co-expression	Roth-Zlotnik-2006
HP	F5	0.0074783308	Co-expression	Roth-Zlotnik-2006
HP	MBL2	0.007481452	Co-expression	Roth-Zlotnik-2006
HP	C8G	0.0048208404	Co-expression	Roth-Zlotnik-2006
HP	CFB	0.0101972725	Co-expression	Roth-Zlotnik-2006
HP	C6	0.0065076323	Co-expression	Roth-Zlotnik-2006
HP	C4BPB	0.0049191066	Co-expression	Roth-Zlotnik-2006
HP	C8B	0.0037280577	Co-expression	Roth-Zlotnik-2006
HP	C4BPA	0.004164166	Co-expression	Roth-Zlotnik-2006
HP	F10	0.006868468	Co-expression	Roth-Zlotnik-2006
HP	C9	0.003892974	Co-expression	Roth-Zlotnik-2006
HP	C3	0.0083290925	Co-expression	Roth-Zlotnik-2006
HP	C8A	0.0033225233	Co-expression	Roth-Zlotnik-2006
HP	C5	0.0040564896	Co-expression	Roth-Zlotnik-2006
HP	CFI	0.0057064816	Co-expression	Roth-Zlotnik-2006
HP	SERPINA1	0.011155127	Co-expression	Roth-Zlotnik-2006
HP	F2	0.0035231104	Co-expression	Roth-Zlotnik-2006
HP	SERPINC1	0.0042470084	Co-expression	Roth-Zlotnik-2006
HP	KLKB1	0.0036968645	Co-expression	Roth-Zlotnik-2006
HP	CPB2	0.0038915842	Co-expression	Roth-Zlotnik-2006
HP	F9	0.004207482	Co-expression	Roth-Zlotnik-2006
HP	PLG	0.004542005	Co-expression	Roth-Zlotnik-2006
HP	APOH	0.005935231	Co-expression	Roth-Zlotnik-2006
HP	SERPINA7	0.005684326	Co-expression	Roth-Zlotnik-2006
HP	FGL1	0.0069825994	Co-expression	Roth-Zlotnik-2006
HP	CFHR3	0.011461254	Co-expression	Roth-Zlotnik-2006
HP	ITIH1	0.0032343105	Co-expression	Roth-Zlotnik-2006
HP	CP	0.011395023	Co-expression	Roth-Zlotnik-2006
HP	CFHR4	0.006610901	Co-expression	Roth-Zlotnik-2006
HP	ITIH3	0.0053298227	Co-expression	Roth-Zlotnik-2006
HP	HPX	0.004460509	Co-expression	Roth-Zlotnik-2006
FGB	FGA	0.016969161	Co-expression	Dobbin-Giordano-2005
FGG	FGA	0.017275011	Co-expression	Dobbin-Giordano-2005
FGG	FGB	0.017553665	Co-expression	Dobbin-Giordano-2005
C1R	C2	0.008414346	Co-expression	Dobbin-Giordano-2005
MBL2	F5	0.010439822	Co-expression	Dobbin-Giordano-2005
F13B	MASP1	0.01360477	Co-expression	Dobbin-Giordano-2005
C1S	FGA	0.011710032	Co-expression	Dobbin-Giordano-2005
C1S	FGB	0.012193029	Co-expression	Dobbin-Giordano-2005
C1S	FGG	0.0120709995	Co-expression	Dobbin-Giordano-2005
C1S	C2	0.009277998	Co-expression	Dobbin-Giordano-2005
C1S	C1R	0.010354988	Co-expression	Dobbin-Giordano-2005
F7	MASP2	0.011860538	Co-expression	Dobbin-Giordano-2005
F7	C2	0.0056941044	Co-expression	Dobbin-Giordano-2005
F7	MBL2	0.0054135076	Co-expression	Dobbin-Giordano-2005
CFB	F7	0.010693839	Co-expression	Dobbin-Giordano-2005
C6	FGA	0.006022111	Co-expression	Dobbin-Giordano-2005
C6	FGB	0.0064228876	Co-expression	Dobbin-Giordano-2005
C6	FGG	0.006038832	Co-expression	Dobbin-Giordano-2005
C6	F5	0.0070476206	Co-expression	Dobbin-Giordano-2005
C6	MBL2	0.0045658587	Co-expression	Dobbin-Giordano-2005
C6	C8G	0.0052246824	Co-expression	Dobbin-Giordano-2005
C6	F7	0.0036957685	Co-expression	Dobbin-Giordano-2005
C4BPB	C2	0.007195302	Co-expression	Dobbin-Giordano-2005
C4BPB	MBL2	0.00703362	Co-expression	Dobbin-Giordano-2005
C4BPB	F7	0.0056762327	Co-expression	Dobbin-Giordano-2005
C4BPB	C6	0.004776651	Co-expression	Dobbin-Giordano-2005
C8B	FGA	0.006469946	Co-expression	Dobbin-Giordano-2005
C8B	FGB	0.006928072	Co-expression	Dobbin-Giordano-2005
C8B	PROS1	0.006668189	Co-expression	Dobbin-Giordano-2005
C8B	C1R	0.0052507664	Co-expression	Dobbin-Giordano-2005
C8B	C8G	0.0056595686	Co-expression	Dobbin-Giordano-2005
C8B	F13B	0.00495202	Co-expression	Dobbin-Giordano-2005
C1QA	C3AR1	0.0056073247	Co-expression	Dobbin-Giordano-2005
C4BPA	C1S	0.009722134	Co-expression	Dobbin-Giordano-2005
C4BPA	C6	0.0058917124	Co-expression	Dobbin-Giordano-2005
C4BPA	C8B	0.006304933	Co-expression	Dobbin-Giordano-2005
BDKRB2	BDKRB1	0.012777154	Co-expression	Dobbin-Giordano-2005
F8	SERPINA5	0.01258048	Co-expression	Dobbin-Giordano-2005
F10	C2	0.007912208	Co-expression	Dobbin-Giordano-2005
F10	C8G	0.008174054	Co-expression	Dobbin-Giordano-2005
F10	F7	0.0056488337	Co-expression	Dobbin-Giordano-2005
F10	CFB	0.014430627	Co-expression	Dobbin-Giordano-2005
F10	C8B	0.005083753	Co-expression	Dobbin-Giordano-2005
F12	C8G	0.013657465	Co-expression	Dobbin-Giordano-2005
C9	MASP2	0.012001963	Co-expression	Dobbin-Giordano-2005
C9	FGB	0.0077899303	Co-expression	Dobbin-Giordano-2005
C9	F13B	0.005571846	Co-expression	Dobbin-Giordano-2005
C9	C8B	0.004026684	Co-expression	Dobbin-Giordano-2005
CFH	C1S	0.009235536	Co-expression	Dobbin-Giordano-2005
CFH	C8B	0.00586541	Co-expression	Dobbin-Giordano-2005
CFH	A2M	0.010004854	Co-expression	Dobbin-Giordano-2005
C3	C2	0.0074203713	Co-expression	Dobbin-Giordano-2005
C3	C1R	0.0077072326	Co-expression	Dobbin-Giordano-2005
C3	C1S	0.008306768	Co-expression	Dobbin-Giordano-2005
C3	F7	0.0052420315	Co-expression	Dobbin-Giordano-2005
C3	C6	0.0043975757	Co-expression	Dobbin-Giordano-2005
C3	C4BPA	0.008677102	Co-expression	Dobbin-Giordano-2005
C8A	F5	0.010740869	Co-expression	Dobbin-Giordano-2005
C8A	MBL2	0.006970696	Co-expression	Dobbin-Giordano-2005
C8A	F7	0.0055889674	Co-expression	Dobbin-Giordano-2005
C8A	CFB	0.013306746	Co-expression	Dobbin-Giordano-2005
C8A	C6	0.004730127	Co-expression	Dobbin-Giordano-2005
C8A	C4BPB	0.007315418	Co-expression	Dobbin-Giordano-2005
SERPIND1	C2	0.007681233	Co-expression	Dobbin-Giordano-2005
SERPIND1	C8B	0.0054757497	Co-expression	Dobbin-Giordano-2005
SERPIND1	C9	0.00618451	Co-expression	Dobbin-Giordano-2005
SERPIND1	CFH	0.009041474	Co-expression	Dobbin-Giordano-2005
SERPIND1	C3	0.007290976	Co-expression	Dobbin-Giordano-2005
SERPING1	C2	0.009057549	Co-expression	Dobbin-Giordano-2005
SERPING1	C1R	0.009993931	Co-expression	Dobbin-Giordano-2005
SERPING1	C1S	0.010858601	Co-expression	Dobbin-Giordano-2005
SERPING1	C6	0.005358412	Co-expression	Dobbin-Giordano-2005
SERPING1	C8B	0.005731083	Co-expression	Dobbin-Giordano-2005
SERPING1	C3	0.008332091	Co-expression	Dobbin-Giordano-2005
C5	PROS1	0.00659614	Co-expression	Dobbin-Giordano-2005
C5	MBL2	0.0048266314	Co-expression	Dobbin-Giordano-2005
C5	C8G	0.0055454965	Co-expression	Dobbin-Giordano-2005
C5	F7	0.0039092633	Co-expression	Dobbin-Giordano-2005
C5	C6	0.0033007583	Co-expression	Dobbin-Giordano-2005
C5	C4BPB	0.0050583556	Co-expression	Dobbin-Giordano-2005
C5	C4BPA	0.0062237885	Co-expression	Dobbin-Giordano-2005
C5	F12	0.008411714	Co-expression	Dobbin-Giordano-2005
C5	C3	0.0046408325	Co-expression	Dobbin-Giordano-2005
C5	C8A	0.00498212	Co-expression	Dobbin-Giordano-2005
C5	SERPIND1	0.0053756908	Co-expression	Dobbin-Giordano-2005
C5	SERPING1	0.0056498214	Co-expression	Dobbin-Giordano-2005
CFI	C2	0.007774235	Co-expression	Dobbin-Giordano-2005
CFI	C1R	0.007888822	Co-expression	Dobbin-Giordano-2005
CFI	C1S	0.00821778	Co-expression	Dobbin-Giordano-2005
CFI	CFB	0.013869505	Co-expression	Dobbin-Giordano-2005
CFI	C6	0.0046758913	Co-expression	Dobbin-Giordano-2005
CFI	C8B	0.005025206	Co-expression	Dobbin-Giordano-2005
CFI	F8	0.010444771	Co-expression	Dobbin-Giordano-2005
CFI	C3	0.007249215	Co-expression	Dobbin-Giordano-2005
CFI	SERPIND1	0.0077661895	Co-expression	Dobbin-Giordano-2005
CFI	SERPING1	0.008473552	Co-expression	Dobbin-Giordano-2005
SERPINA1	FGA	0.019370578	Co-expression	Dobbin-Giordano-2005
SERPINA1	FGB	0.020331208	Co-expression	Dobbin-Giordano-2005
SERPINA1	FGG	0.020181198	Co-expression	Dobbin-Giordano-2005
SERPINA1	C2	0.015847964	Co-expression	Dobbin-Giordano-2005
SERPINA1	F7	0.010137235	Co-expression	Dobbin-Giordano-2005
SERPINA1	C4BPA	0.016534077	Co-expression	Dobbin-Giordano-2005
SERPINA1	C3	0.012970039	Co-expression	Dobbin-Giordano-2005
SERPINA1	SERPIND1	0.013897609	Co-expression	Dobbin-Giordano-2005
SERPINA1	CFI	0.013317823	Co-expression	Dobbin-Giordano-2005
F2	C8G	0.0067921416	Co-expression	Dobbin-Giordano-2005
F2	F13B	0.005918552	Co-expression	Dobbin-Giordano-2005
F2	CFB	0.011198766	Co-expression	Dobbin-Giordano-2005
F2	C6	0.0039741728	Co-expression	Dobbin-Giordano-2005
F2	C4BPB	0.00609842	Co-expression	Dobbin-Giordano-2005
F2	C8B	0.0042545325	Co-expression	Dobbin-Giordano-2005
F2	C4BPA	0.0075466745	Co-expression	Dobbin-Giordano-2005
F2	F10	0.0060772207	Co-expression	Dobbin-Giordano-2005
F2	C8A	0.0060168346	Co-expression	Dobbin-Giordano-2005
CLU	F5	0.015830839	Co-expression	Dobbin-Giordano-2005
CLU	SERPINA5	0.0122494465	Co-expression	Dobbin-Giordano-2005
CLU	C3	0.0112962555	Co-expression	Dobbin-Giordano-2005
CLU	CFI	0.010911365	Co-expression	Dobbin-Giordano-2005
SERPINC1	MASP2	0.007896283	Co-expression	Dobbin-Giordano-2005
SERPINC1	FGA	0.004823223	Co-expression	Dobbin-Giordano-2005
SERPINC1	FGB	0.005163985	Co-expression	Dobbin-Giordano-2005
SERPINC1	PROS1	0.0049845716	Co-expression	Dobbin-Giordano-2005
SERPINC1	FGG	0.0048271436	Co-expression	Dobbin-Giordano-2005
SERPINC1	F5	0.005647467	Co-expression	Dobbin-Giordano-2005
SERPINC1	C1R	0.0039132433	Co-expression	Dobbin-Giordano-2005
SERPINC1	MBL2	0.0036155726	Co-expression	Dobbin-Giordano-2005
SERPINC1	C8G	0.0041956943	Co-expression	Dobbin-Giordano-2005
SERPINC1	F13B	0.0036788525	Co-expression	Dobbin-Giordano-2005
SERPINC1	C1S	0.0039493893	Co-expression	Dobbin-Giordano-2005
SERPINC1	F7	0.0029439025	Co-expression	Dobbin-Giordano-2005
SERPINC1	C6	0.0024837398	Co-expression	Dobbin-Giordano-2005
SERPINC1	C4BPB	0.0037697183	Co-expression	Dobbin-Giordano-2005
SERPINC1	C8B	0.002665777	Co-expression	Dobbin-Giordano-2005
SERPINC1	C4BPA	0.004715618	Co-expression	Dobbin-Giordano-2005
SERPINC1	C9	0.0029998808	Co-expression	Dobbin-Giordano-2005
SERPINC1	CFH	0.0043597803	Co-expression	Dobbin-Giordano-2005
SERPINC1	C3	0.0035030202	Co-expression	Dobbin-Giordano-2005
SERPINC1	C8A	0.0037379332	Co-expression	Dobbin-Giordano-2005
SERPINC1	SERPIND1	0.0040783114	Co-expression	Dobbin-Giordano-2005
SERPINC1	SERPING1	0.0042699156	Co-expression	Dobbin-Giordano-2005
SERPINC1	C5	0.0026243872	Co-expression	Dobbin-Giordano-2005
SERPINC1	CFI	0.0037543424	Co-expression	Dobbin-Giordano-2005
SERPINC1	F2	0.0031897097	Co-expression	Dobbin-Giordano-2005
F11	F5	0.010516121	Co-expression	Dobbin-Giordano-2005
F11	MBL2	0.0067808786	Co-expression	Dobbin-Giordano-2005
F11	F7	0.0054614204	Co-expression	Dobbin-Giordano-2005
F11	C6	0.004602051	Co-expression	Dobbin-Giordano-2005
F11	C4BPB	0.007051603	Co-expression	Dobbin-Giordano-2005
F11	C8A	0.007017546	Co-expression	Dobbin-Giordano-2005
F11	C5	0.0048520705	Co-expression	Dobbin-Giordano-2005
F11	SERPINC1	0.003658822	Co-expression	Dobbin-Giordano-2005
KLKB1	F5	0.009977547	Co-expression	Dobbin-Giordano-2005
KLKB1	MBL2	0.0064541637	Co-expression	Dobbin-Giordano-2005
KLKB1	F7	0.0051856367	Co-expression	Dobbin-Giordano-2005
KLKB1	C6	0.004380115	Co-expression	Dobbin-Giordano-2005
KLKB1	C4BPB	0.006744398	Co-expression	Dobbin-Giordano-2005
KLKB1	C3	0.0062138014	Co-expression	Dobbin-Giordano-2005
KLKB1	C8A	0.006696764	Co-expression	Dobbin-Giordano-2005
KLKB1	SERPING1	0.0075014066	Co-expression	Dobbin-Giordano-2005
KLKB1	C5	0.0046160286	Co-expression	Dobbin-Giordano-2005
KLKB1	F2	0.005561077	Co-expression	Dobbin-Giordano-2005
KLKB1	SERPINC1	0.00347123	Co-expression	Dobbin-Giordano-2005
KLKB1	F11	0.006497972	Co-expression	Dobbin-Giordano-2005
CPB2	MASP2	0.01011888	Co-expression	Dobbin-Giordano-2005
CPB2	FGA	0.0061672595	Co-expression	Dobbin-Giordano-2005
CPB2	FGB	0.006615085	Co-expression	Dobbin-Giordano-2005
CPB2	PROS1	0.006350811	Co-expression	Dobbin-Giordano-2005
CPB2	FGG	0.0061916793	Co-expression	Dobbin-Giordano-2005
CPB2	C1R	0.0049934047	Co-expression	Dobbin-Giordano-2005
CPB2	F13B	0.00473358	Co-expression	Dobbin-Giordano-2005
CPB2	C1S	0.005051455	Co-expression	Dobbin-Giordano-2005
CPB2	C8B	0.0034169788	Co-expression	Dobbin-Giordano-2005
CPB2	C4BPA	0.006075825	Co-expression	Dobbin-Giordano-2005
CPB2	C9	0.003844935	Co-expression	Dobbin-Giordano-2005
CPB2	CFH	0.0055940086	Co-expression	Dobbin-Giordano-2005
CPB2	C3	0.004489057	Co-expression	Dobbin-Giordano-2005
CPB2	SERPIND1	0.0052452516	Co-expression	Dobbin-Giordano-2005
CPB2	SERPING1	0.005435662	Co-expression	Dobbin-Giordano-2005
CPB2	CFI	0.0048010754	Co-expression	Dobbin-Giordano-2005
CPB2	F2	0.004052735	Co-expression	Dobbin-Giordano-2005
CPB2	SERPINC1	0.0025429279	Co-expression	Dobbin-Giordano-2005
F9	MASP1	0.012383953	Co-expression	Dobbin-Giordano-2005
F9	FGA	0.008180833	Co-expression	Dobbin-Giordano-2005
F9	FGB	0.008789685	Co-expression	Dobbin-Giordano-2005
F9	FGG	0.0082333535	Co-expression	Dobbin-Giordano-2005
F9	F13B	0.0063320473	Co-expression	Dobbin-Giordano-2005
F9	C1S	0.0067556114	Co-expression	Dobbin-Giordano-2005
F9	C6	0.004191187	Co-expression	Dobbin-Giordano-2005
F9	C8B	0.004522097	Co-expression	Dobbin-Giordano-2005
F9	C4BPA	0.008021818	Co-expression	Dobbin-Giordano-2005
F9	CFH	0.007403128	Co-expression	Dobbin-Giordano-2005
F9	F2	0.00543286	Co-expression	Dobbin-Giordano-2005
F9	SERPINC1	0.003376965	Co-expression	Dobbin-Giordano-2005
F9	CPB2	0.0043281047	Co-expression	Dobbin-Giordano-2005
SERPINF2	C1R	0.0063552596	Co-expression	Dobbin-Giordano-2005
SERPINF2	C8G	0.0069366465	Co-expression	Dobbin-Giordano-2005
SERPINF2	CFB	0.011466168	Co-expression	Dobbin-Giordano-2005
SERPINF2	C8B	0.004348829	Co-expression	Dobbin-Giordano-2005
SERPINF2	F10	0.0062350957	Co-expression	Dobbin-Giordano-2005
SERPINF2	CFH	0.0070829685	Co-expression	Dobbin-Giordano-2005
SERPINF2	C5	0.0042417077	Co-expression	Dobbin-Giordano-2005
SERPINF2	F2	0.0051716473	Co-expression	Dobbin-Giordano-2005
SERPINF2	SERPINC1	0.0032173225	Co-expression	Dobbin-Giordano-2005
SERPINF2	CPB2	0.0041038967	Co-expression	Dobbin-Giordano-2005
SERPINE1	C1R	0.01338315	Co-expression	Dobbin-Giordano-2005
SERPINE1	C1S	0.014008494	Co-expression	Dobbin-Giordano-2005
SERPINE1	C4BPB	0.010357767	Co-expression	Dobbin-Giordano-2005
SERPINE1	C3	0.010428539	Co-expression	Dobbin-Giordano-2005
SERPINE1	SERPIND1	0.010973216	Co-expression	Dobbin-Giordano-2005
SERPINE1	SERPING1	0.013554984	Co-expression	Dobbin-Giordano-2005
SERPINE1	F2	0.008586522	Co-expression	Dobbin-Giordano-2005
SERPINE1	SERPINF2	0.008731072	Co-expression	Dobbin-Giordano-2005
C1QB	C3AR1	0.005332696	Co-expression	Dobbin-Giordano-2005
C1QB	C1QA	0.0047354335	Co-expression	Dobbin-Giordano-2005
PLG	MASP2	0.0084253475	Co-expression	Dobbin-Giordano-2005
PLG	MASP1	0.0077036256	Co-expression	Dobbin-Giordano-2005
PLG	FGA	0.005160434	Co-expression	Dobbin-Giordano-2005
PLG	FGB	0.005524466	Co-expression	Dobbin-Giordano-2005
PLG	PROS1	0.005320561	Co-expression	Dobbin-Giordano-2005
PLG	FGG	0.0051683662	Co-expression	Dobbin-Giordano-2005
PLG	F5	0.0059985784	Co-expression	Dobbin-Giordano-2005
PLG	C1R	0.004179115	Co-expression	Dobbin-Giordano-2005
PLG	MBL2	0.0038468838	Co-expression	Dobbin-Giordano-2005
PLG	C8G	0.004472199	Co-expression	Dobbin-Giordano-2005
PLG	F13B	0.003939476	Co-expression	Dobbin-Giordano-2005
PLG	C1S	0.0042280923	Co-expression	Dobbin-Giordano-2005
PLG	F7	0.0031396938	Co-expression	Dobbin-Giordano-2005
PLG	C6	0.0026505815	Co-expression	Dobbin-Giordano-2005
PLG	C8B	0.002849944	Co-expression	Dobbin-Giordano-2005
PLG	C4BPA	0.0050406875	Co-expression	Dobbin-Giordano-2005
PLG	C9	0.0031943806	Co-expression	Dobbin-Giordano-2005
PLG	CFH	0.004657174	Co-expression	Dobbin-Giordano-2005
PLG	C3	0.00374631	Co-expression	Dobbin-Giordano-2005
PLG	C8A	0.0039841607	Co-expression	Dobbin-Giordano-2005
PLG	SERPIND1	0.0043530394	Co-expression	Dobbin-Giordano-2005
PLG	SERPING1	0.0045621856	Co-expression	Dobbin-Giordano-2005
PLG	C5	0.0027990064	Co-expression	Dobbin-Giordano-2005
PLG	CFI	0.004002768	Co-expression	Dobbin-Giordano-2005
PLG	F2	0.0034058923	Co-expression	Dobbin-Giordano-2005
PLG	SERPINC1	0.0021286334	Co-expression	Dobbin-Giordano-2005
PLG	F11	0.0038939551	Co-expression	Dobbin-Giordano-2005
PLG	KLKB1	0.0036985283	Co-expression	Dobbin-Giordano-2005
PLG	CPB2	0.0027186284	Co-expression	Dobbin-Giordano-2005
PLG	F9	0.0036161912	Co-expression	Dobbin-Giordano-2005
PLG	SERPINF2	0.0034332203	Co-expression	Dobbin-Giordano-2005
PROC	PROS1	0.008810473	Co-expression	Dobbin-Giordano-2005
PROC	C2	0.0065501896	Co-expression	Dobbin-Giordano-2005
PROC	MBL2	0.0063390173	Co-expression	Dobbin-Giordano-2005
PROC	F7	0.005176412	Co-expression	Dobbin-Giordano-2005
PROC	C6	0.004336462	Co-expression	Dobbin-Giordano-2005
PROC	C4BPB	0.006720788	Co-expression	Dobbin-Giordano-2005
PROC	F10	0.0066140792	Co-expression	Dobbin-Giordano-2005
PROC	C8A	0.006587924	Co-expression	Dobbin-Giordano-2005
PROC	C5	0.004585237	Co-expression	Dobbin-Giordano-2005
PROC	SERPINA1	0.011726666	Co-expression	Dobbin-Giordano-2005
PROC	F2	0.0055932	Co-expression	Dobbin-Giordano-2005
PROC	SERPINC1	0.003466877	Co-expression	Dobbin-Giordano-2005
PROC	F11	0.006414096	Co-expression	Dobbin-Giordano-2005
PROC	KLKB1	0.006093861	Co-expression	Dobbin-Giordano-2005
PROC	SERPINE1	0.009283646	Co-expression	Dobbin-Giordano-2005
PROC	PLG	0.00368925	Co-expression	Dobbin-Giordano-2005
KNG1	MASP2	0.012584105	Co-expression	Dobbin-Giordano-2005
KNG1	MASP1	0.011486708	Co-expression	Dobbin-Giordano-2005
KNG1	FGA	0.007641712	Co-expression	Dobbin-Giordano-2005
KNG1	FGB	0.008200789	Co-expression	Dobbin-Giordano-2005
KNG1	FGG	0.007668725	Co-expression	Dobbin-Giordano-2005
KNG1	F13B	0.0058664046	Co-expression	Dobbin-Giordano-2005
KNG1	C1S	0.0062718936	Co-expression	Dobbin-Giordano-2005
KNG1	C6	0.003907734	Co-expression	Dobbin-Giordano-2005
KNG1	C8B	0.0042108046	Co-expression	Dobbin-Giordano-2005
KNG1	C4BPA	0.00746616	Co-expression	Dobbin-Giordano-2005
KNG1	C9	0.004742581	Co-expression	Dobbin-Giordano-2005
KNG1	CFH	0.0069126175	Co-expression	Dobbin-Giordano-2005
KNG1	SERPIND1	0.006446399	Co-expression	Dobbin-Giordano-2005
KNG1	SERPINA1	0.010551033	Co-expression	Dobbin-Giordano-2005
KNG1	F2	0.0050346293	Co-expression	Dobbin-Giordano-2005
KNG1	SERPINC1	0.0031476207	Co-expression	Dobbin-Giordano-2005
KNG1	CPB2	0.004031852	Co-expression	Dobbin-Giordano-2005
KNG1	F9	0.0053716036	Co-expression	Dobbin-Giordano-2005
KNG1	PLG	0.0033625418	Co-expression	Dobbin-Giordano-2005
HRG	MASP1	0.009761896	Co-expression	Dobbin-Giordano-2005
HRG	FGA	0.006554607	Co-expression	Dobbin-Giordano-2005
HRG	FGB	0.007015375	Co-expression	Dobbin-Giordano-2005
HRG	FGG	0.006569215	Co-expression	Dobbin-Giordano-2005
HRG	F5	0.0076874397	Co-expression	Dobbin-Giordano-2005
HRG	MBL2	0.0049275686	Co-expression	Dobbin-Giordano-2005
HRG	F13B	0.004970111	Co-expression	Dobbin-Giordano-2005
HRG	C1S	0.005383541	Co-expression	Dobbin-Giordano-2005
HRG	F7	0.0040004575	Co-expression	Dobbin-Giordano-2005
HRG	C6	0.0033726129	Co-expression	Dobbin-Giordano-2005
HRG	C4BPB	0.00512566	Co-expression	Dobbin-Giordano-2005
HRG	C4BPA	0.006399678	Co-expression	Dobbin-Giordano-2005
HRG	CFH	0.0058990163	Co-expression	Dobbin-Giordano-2005
HRG	C3	0.004779116	Co-expression	Dobbin-Giordano-2005
HRG	C8A	0.0051023765	Co-expression	Dobbin-Giordano-2005
HRG	SERPIND1	0.0055153864	Co-expression	Dobbin-Giordano-2005
HRG	SERPING1	0.005779106	Co-expression	Dobbin-Giordano-2005
HRG	C5	0.0035531747	Co-expression	Dobbin-Giordano-2005
HRG	CFI	0.005071089	Co-expression	Dobbin-Giordano-2005
HRG	SERPINA1	0.009029487	Co-expression	Dobbin-Giordano-2005
HRG	F2	0.0043087504	Co-expression	Dobbin-Giordano-2005
HRG	SERPINC1	0.002699207	Co-expression	Dobbin-Giordano-2005
HRG	F11	0.004995404	Co-expression	Dobbin-Giordano-2005
HRG	KLKB1	0.004735912	Co-expression	Dobbin-Giordano-2005
HRG	CPB2	0.0034394546	Co-expression	Dobbin-Giordano-2005
HRG	F9	0.004583192	Co-expression	Dobbin-Giordano-2005
HRG	PLG	0.0028811314	Co-expression	Dobbin-Giordano-2005
HRG	PROC	0.00470492	Co-expression	Dobbin-Giordano-2005
HRG	KNG1	0.0042698607	Co-expression	Dobbin-Giordano-2005
CFP	C8G	0.013526272	Co-expression	Dobbin-Giordano-2005
CFP	C6	0.007856898	Co-expression	Dobbin-Giordano-2005
CFP	C8B	0.008459472	Co-expression	Dobbin-Giordano-2005
CFP	C5	0.008408277	Co-expression	Dobbin-Giordano-2005
CFP	SERPINF2	0.01029335	Co-expression	Dobbin-Giordano-2005
CFP	PLG	0.0066737807	Co-expression	Dobbin-Giordano-2005
APOH	F13B	0.009712676	Co-expression	Dobbin-Giordano-2005
APOH	C8B	0.007000095	Co-expression	Dobbin-Giordano-2005
APOH	C9	0.007897967	Co-expression	Dobbin-Giordano-2005
APOH	SERPIND1	0.010984718	Co-expression	Dobbin-Giordano-2005
APOH	C5	0.0068774414	Co-expression	Dobbin-Giordano-2005
APOH	SERPINA1	0.017889865	Co-expression	Dobbin-Giordano-2005
APOH	SERPINC1	0.0052256817	Co-expression	Dobbin-Giordano-2005
APOH	CPB2	0.0067563043	Co-expression	Dobbin-Giordano-2005
APOH	F9	0.008926243	Co-expression	Dobbin-Giordano-2005
APOH	SERPINE1	0.0142852925	Co-expression	Dobbin-Giordano-2005
APOH	PLG	0.005591559	Co-expression	Dobbin-Giordano-2005
APOH	KNG1	0.008325905	Co-expression	Dobbin-Giordano-2005
APOH	HRG	0.007122593	Co-expression	Dobbin-Giordano-2005
GGCX	F13B	0.010532011	Co-expression	Dobbin-Giordano-2005
GGCX	CFH	0.015135407	Co-expression	Dobbin-Giordano-2005
GGCX	F2	0.009078756	Co-expression	Dobbin-Giordano-2005
GGCX	F9	0.009603439	Co-expression	Dobbin-Giordano-2005
GGCX	PLG	0.006039835	Co-expression	Dobbin-Giordano-2005
SERPINA7	FGG	0.008023309	Co-expression	Dobbin-Giordano-2005
SERPINA7	MBL2	0.0059717833	Co-expression	Dobbin-Giordano-2005
SERPINA7	C8G	0.006925986	Co-expression	Dobbin-Giordano-2005
